"Final_EA_code","interview__id","School_leave_id","s3q34","s3q35a","s3q35b","s3q36a","s3q36b"
"110203060109","608bfd2bd5f84124be9fc9833b1caaac",2,1,5,8,6,6
"110203060109","608bfd2bd5f84124be9fc9833b1caaac",3,1,5,5,8,8
"110203060109","608bfd2bd5f84124be9fc9833b1caaac",1,1,10,10,11,11
"405104020509","61dc08d3c51a46b88c52bb99d71911c2",3,2,,,,
"405104020509","61dc08d3c51a46b88c52bb99d71911c2",2,2,,,,
"405104020509","61dc08d3c51a46b88c52bb99d71911c2",1,2,,,,
"212105040709","61e4b68c15e0457c9f6f2ff9180e9e7c",2,1,1,1,9,4
"212105040709","61e4b68c15e0457c9f6f2ff9180e9e7c",3,1,1,1,9,9
"212105040709","61e4b68c15e0457c9f6f2ff9180e9e7c",1,1,0,3,,5
"115206030602","62af21468f5b4edb904b87aa88566ce0",3,1,20,36,8,8
"115206030602","62af21468f5b4edb904b87aa88566ce0",2,1,30,40,8,8
"115206030602","62af21468f5b4edb904b87aa88566ce0",1,1,25,34,8,8
"211107030208","62f01c4bc6cf48c78a15d668e8e295ed",1,2,,,,
"211107030208","62f01c4bc6cf48c78a15d668e8e295ed",2,1,,,,
"211107030208","62f01c4bc6cf48c78a15d668e8e295ed",3,1,,,,
"417109040205","63ef3bf75fef4be68830b107eef9b96e",2,,,,,
"417109040205","63ef3bf75fef4be68830b107eef9b96e",3,,,,,
"417109040205","63ef3bf75fef4be68830b107eef9b96e",1,,,,,
"226102050810","645e8f52e0284da1af7439cac3420432",1,1,6,8,6,9
"226102050810","645e8f52e0284da1af7439cac3420432",3,1,6,2,9,8
"226102050810","645e8f52e0284da1af7439cac3420432",2,1,3,7,8,8
"412103070506","652892d80eef4dc886ac0f02c5e3747c",2,1,33,29,8,8
"412103070506","652892d80eef4dc886ac0f02c5e3747c",1,1,32,27,8,8
"412103070506","652892d80eef4dc886ac0f02c5e3747c",3,1,27,35,8,8
"423110010602","6576b15a95a04314b4f24e9060ca7bcb",2,2,,,,
"423110010602","6576b15a95a04314b4f24e9060ca7bcb",1,2,,,,
"423110010602","6576b15a95a04314b4f24e9060ca7bcb",3,2,,,,
"214102020611","6596c2921b4f49fcb7fa17cfa9d0786a",1,1,7,2,8,9
"214102020611","6596c2921b4f49fcb7fa17cfa9d0786a",3,1,3,7,9,11
"214102020611","6596c2921b4f49fcb7fa17cfa9d0786a",2,1,4,5,6,9
"222111021102","65e342045671412cbeb3d4ecbb507b80",3,1,4,1,8,8
"222111021102","65e342045671412cbeb3d4ecbb507b80",2,1,6,3,9,8
"222111021102","65e342045671412cbeb3d4ecbb507b80",1,1,4,7,6,11
"108301010115","663e019dae8f42e4aa5daaedc81619c0",3,2,,,,
"108301010115","663e019dae8f42e4aa5daaedc81619c0",2,2,,,,
"108301010115","663e019dae8f42e4aa5daaedc81619c0",1,2,,,,
"320108080103","664e98a3af9c4657a4af8f3dfb526818",2,1,70,77,9,9
"320108080103","664e98a3af9c4657a4af8f3dfb526818",1,2,,,,
"320108080103","664e98a3af9c4657a4af8f3dfb526818",3,1,88,91,9,9
"104105040311","67ac1b9b59384c0caead6c62332352cd",1,1,2,5,8,8
"104105040311","67ac1b9b59384c0caead6c62332352cd",3,1,3,3,11,11
"104105040311","67ac1b9b59384c0caead6c62332352cd",2,1,3,3,8,8
"306201010103","67d77e0fbf754e25affd8ba11aa608d4",2,1,0,7,,96
"306201010103","67d77e0fbf754e25affd8ba11aa608d4",1,2,,,,
"306201010103","67d77e0fbf754e25affd8ba11aa608d4",3,1,3,10,9,96
"215120020808","68984e8f107b4fcfbc983a0691df01bd",2,2,,,,
"215120020808","68984e8f107b4fcfbc983a0691df01bd",1,1,1,0,96,
"215120020808","68984e8f107b4fcfbc983a0691df01bd",3,2,,,,
"112104021001","68b87f690c5e4d41b26440d4af920eff",1,,,,,
"112104021001","68b87f690c5e4d41b26440d4af920eff",2,,,,,
"112104021001","68b87f690c5e4d41b26440d4af920eff",3,,,,,
"203202030310","69fdbce170a34999b98ced8ce8ccb437",1,,,,,
"203202030310","69fdbce170a34999b98ced8ce8ccb437",2,,,,,
"203202030310","69fdbce170a34999b98ced8ce8ccb437",3,,,,,
"406210060603","6aac54099d5446c99029c48d21edbab1",3,2,,,,
"406210060603","6aac54099d5446c99029c48d21edbab1",2,2,,,,
"406210060603","6aac54099d5446c99029c48d21edbab1",1,2,,,,
"418201020305","6be18dc7379a4d86ac204d6d08b614b7",2,1,15,21,8,8
"418201020305","6be18dc7379a4d86ac204d6d08b614b7",1,1,11,9,8,8
"418201020305","6be18dc7379a4d86ac204d6d08b614b7",3,1,19,13,8,8
"306204010301","6cb2e1bf1182402dbb626c64f4ba2cfb",2,1,4,8,11,11
"306204010301","6cb2e1bf1182402dbb626c64f4ba2cfb",3,1,7,11,11,11
"306204010301","6cb2e1bf1182402dbb626c64f4ba2cfb",1,1,23,26,11,11
"318102020202","6d561d7e1bb34b0480b61373102428fd",1,2,,,,
"318102020202","6d561d7e1bb34b0480b61373102428fd",3,2,,,,
"318102020202","6d561d7e1bb34b0480b61373102428fd",2,2,,,,
"411402020404","6d6546ea45a24ccf8284463ab31b6654",1,1,6,3,8,8
"411402020404","6d6546ea45a24ccf8284463ab31b6654",2,1,8,9,8,8
"411402020404","6d6546ea45a24ccf8284463ab31b6654",3,1,11,23,8,8
"223120020410","6e7a08685b68404b86a3cfd6815d3824",3,1,1,2,6,6
"223120020410","6e7a08685b68404b86a3cfd6815d3824",2,2,,,,
"223120020410","6e7a08685b68404b86a3cfd6815d3824",1,2,,,,
"214101060404","6ec8cecb648e4b6c974f20a8722affe1",3,1,8,15,11,9
"214101060404","6ec8cecb648e4b6c974f20a8722affe1",1,1,6,11,9,5
"214101060404","6ec8cecb648e4b6c974f20a8722affe1",2,1,4,9,6,5
"103107020109","6fb3d5bdcb87496da47243e3711c1dc0",3,1,5,5,6,6
"103107020109","6fb3d5bdcb87496da47243e3711c1dc0",2,1,10,10,6,5
"103107020109","6fb3d5bdcb87496da47243e3711c1dc0",1,1,10,20,8,8
"403301030215","712dd05dfdf54bc4ab5eb46fc55e1e5a",1,,,,,
"403301030215","712dd05dfdf54bc4ab5eb46fc55e1e5a",2,,,,,
"403301030215","712dd05dfdf54bc4ab5eb46fc55e1e5a",3,,,,,
"113113020418","73b6584e55df47ef8692caed8625a956",2,1,12,22,8,8
"113113020418","73b6584e55df47ef8692caed8625a956",1,1,28,24,8,8
"113113020418","73b6584e55df47ef8692caed8625a956",3,1,11,10,8,8
"111202061528","73edb914e5ec4a6c937147490826972f",3,1,5,5,11,11
"111202061528","73edb914e5ec4a6c937147490826972f",2,1,5,5,6,6
"111202061528","73edb914e5ec4a6c937147490826972f",1,1,5,5,8,8
"102103120844","74879a9428874965ae87feacedc0f2b4",2,2,,,,
"102103120844","74879a9428874965ae87feacedc0f2b4",1,2,,,,
"102103120844","74879a9428874965ae87feacedc0f2b4",3,2,,,,
"314105010202","75df2b5c7d6b49258b3614c8243de9b7",1,2,,,,
"314105010202","75df2b5c7d6b49258b3614c8243de9b7",3,2,,,,
"314105010202","75df2b5c7d6b49258b3614c8243de9b7",2,1,2,1,7,5
"225103041522","76a347dba3c945d9a2e4aae06a3c0037",3,1,0,1,,4
"225103041522","76a347dba3c945d9a2e4aae06a3c0037",1,1,0,1,,6
"225103041522","76a347dba3c945d9a2e4aae06a3c0037",2,1,0,1,,5
"412203040507","77b63a2a3a58466ca5b25c52c46907cb",2,1,53,66,8,8
"412203040507","77b63a2a3a58466ca5b25c52c46907cb",1,1,70,42,8,8
"412203040507","77b63a2a3a58466ca5b25c52c46907cb",3,1,59,75,8,8
"106106060103","78b1f1144ce740d7ac6429052767b4a1",1,1,2,2,8,8
"106106060103","78b1f1144ce740d7ac6429052767b4a1",2,1,2,3,11,11
"106106060103","78b1f1144ce740d7ac6429052767b4a1",3,1,2,2,9,9
"315105030209","7934cfadf18a4020840735d003867847",1,1,30,50,9,5
"315105030209","7934cfadf18a4020840735d003867847",3,1,28,30,9,5
"315105030209","7934cfadf18a4020840735d003867847",2,1,65,78,9,5
"113113060242","7a92a755edec4d6bae64f894ad5bc2f0",3,1,20,31,8,8
"113113060242","7a92a755edec4d6bae64f894ad5bc2f0",2,1,29,33,8,8
"113113060242","7a92a755edec4d6bae64f894ad5bc2f0",1,1,23,28,8,96
"415105020404","7af284e10f4046009386ca7cc0df56d7",2,2,,,,
"415105020404","7af284e10f4046009386ca7cc0df56d7",1,2,,,,
"415105020404","7af284e10f4046009386ca7cc0df56d7",3,2,,,,
"122105020311","7b71511069ca41d7952c83c3004520f3",1,1,5,5,8,8
"122105020311","7b71511069ca41d7952c83c3004520f3",3,1,3,3,96,96
"122105020311","7b71511069ca41d7952c83c3004520f3",2,1,8,12,11,11
"304204020110","7b91ac7196d446f7b7c4c92f86fbac42",1,1,20,30,8,8
"304204020110","7b91ac7196d446f7b7c4c92f86fbac42",2,1,20,30,8,8
"304204020110","7b91ac7196d446f7b7c4c92f86fbac42",3,1,25,35,8,8
"204301030308","7ceaac984dc44338a95f7d19824a5621",2,1,11,8,11,5
"204301030308","7ceaac984dc44338a95f7d19824a5621",3,1,5,3,6,7
"204301030308","7ceaac984dc44338a95f7d19824a5621",1,1,8,9,11,5
"203202040303","7f25311583624b7487a569df466b24ac",3,,,,,
"203202040303","7f25311583624b7487a569df466b24ac",1,,,,,
"203202040303","7f25311583624b7487a569df466b24ac",2,,,,,
"407106021906","80c5e48699bc48b29bf11f38cdc04fc5",1,2,,,,
"407106021906","80c5e48699bc48b29bf11f38cdc04fc5",2,2,,,,
"407106021906","80c5e48699bc48b29bf11f38cdc04fc5",3,2,,,,
"112102030202","81def38cfed24edd80e47b293c3bc0b9",1,1,5,5,8,8
"112102030202","81def38cfed24edd80e47b293c3bc0b9",2,1,3,3,6,6
"112102030202","81def38cfed24edd80e47b293c3bc0b9",3,1,3,4,11,11
"306204020605","81f2300746cc4b068c95f765f2b403ba",1,1,2,0,96,
"306204020605","81f2300746cc4b068c95f765f2b403ba",3,2,,,,
"306204020605","81f2300746cc4b068c95f765f2b403ba",2,2,,,,
"410101040507","824efbe20846431fba549104887331e5",3,1,9,11,8,8
"410101040507","824efbe20846431fba549104887331e5",1,1,3,5,8,8
"410101040507","824efbe20846431fba549104887331e5",2,1,5,3,8,8
"102103050439","825a4d9c10674fb68ae9182bf65152ca",2,,,,,
"102103050439","825a4d9c10674fb68ae9182bf65152ca",3,,,,,
"102103050439","825a4d9c10674fb68ae9182bf65152ca",1,,,,,
"309104050403","82e2ee46332f4f5c854335056696f881",3,1,50,76,9,9
"309104050403","82e2ee46332f4f5c854335056696f881",2,1,75,82,9,9
"309104050403","82e2ee46332f4f5c854335056696f881",1,1,49,57,9,9
"324101011403","865a0a2dd0d442a6aeb227dbd3367b05",1,1,1,0,96,
"324101011403","865a0a2dd0d442a6aeb227dbd3367b05",2,1,1,0,3,
"324101011403","865a0a2dd0d442a6aeb227dbd3367b05",3,2,,,,
"117201050401","87d1a29404f24095af33c51ad6ddf04b",2,1,16,18,8,8
"117201050401","87d1a29404f24095af33c51ad6ddf04b",1,1,5,8,8,8
"117201050401","87d1a29404f24095af33c51ad6ddf04b",3,2,,,,
"318114020701","8b2193d437e64893a12f1635d1aae2bd",2,1,0,1,,4
"318114020701","8b2193d437e64893a12f1635d1aae2bd",3,2,,,,
"318114020701","8b2193d437e64893a12f1635d1aae2bd",1,2,,,,
"211106070404","8c60b24c5d69459ab88587107842bf8a",1,1,0,2,,9
"211106070404","8c60b24c5d69459ab88587107842bf8a",2,2,,,,
"211106070404","8c60b24c5d69459ab88587107842bf8a",3,2,,,,
"406212010207","8da56015c708420985ff1484fc7d3201",3,2,,,,
"406212010207","8da56015c708420985ff1484fc7d3201",2,2,,,,
"406212010207","8da56015c708420985ff1484fc7d3201",1,2,,,,
"102102060108","8ed0e75643204d23b4513def2c5cc970",1,1,4,22,8,8
"102102060108","8ed0e75643204d23b4513def2c5cc970",3,1,17,10,8,8
"102102060108","8ed0e75643204d23b4513def2c5cc970",2,1,7,30,8,96
"110206030911","8f69cfcd9bea4a2a9339fd61390606cf",2,,,,,
"110206030911","8f69cfcd9bea4a2a9339fd61390606cf",3,,,,,
"110206030911","8f69cfcd9bea4a2a9339fd61390606cf",1,,,,,
"105105020108","909b86e277fe480492fe605802d4b272",2,1,30,25,8,8
"105105020108","909b86e277fe480492fe605802d4b272",3,1,20,24,8,8
"105105020108","909b86e277fe480492fe605802d4b272",1,1,20,10,6,8
"125105010702","91e89e7118c041fba1ad3f88cbbfb499",3,1,9,5,6,8
"125105010702","91e89e7118c041fba1ad3f88cbbfb499",1,1,10,6,96,6
"125105010702","91e89e7118c041fba1ad3f88cbbfb499",2,1,4,7,8,6
"226104040305","92722375ee7a4828bfbc6565b7a5e522",2,1,1,1,11,4
"226104040305","92722375ee7a4828bfbc6565b7a5e522",1,2,,,,
"226104040305","92722375ee7a4828bfbc6565b7a5e522",3,2,,,,
"311102010107","93268921598f4e95a6cbaa15387322f4",2,1,5,4,3,3
"311102010107","93268921598f4e95a6cbaa15387322f4",3,2,,,,
"311102010107","93268921598f4e95a6cbaa15387322f4",1,1,3,7,3,3
"303202060606","942d21651db14547a1a55d163147f3be",1,1,100,109,9,9
"303202060606","942d21651db14547a1a55d163147f3be",3,2,,,,
"303202060606","942d21651db14547a1a55d163147f3be",2,2,,,,
"422102010506","94a28a335ad8409da18694d554dc6a82",2,2,,,,
"422102010506","94a28a335ad8409da18694d554dc6a82",3,2,,,,
"422102010506","94a28a335ad8409da18694d554dc6a82",1,2,,,,
"224105051111","94ae3c15a2df427092546208e7da8501",1,,,,,
"224105051111","94ae3c15a2df427092546208e7da8501",2,,,,,
"224105051111","94ae3c15a2df427092546208e7da8501",3,,,,,
"210306040102","94d6a92de2aa41848c815b4f7ca810d6",2,2,,,,
"210306040102","94d6a92de2aa41848c815b4f7ca810d6",1,1,0,1,,4
"210306040102","94d6a92de2aa41848c815b4f7ca810d6",3,2,,,,
"410303060103","94e8fb8cab7846d5a723aa902f6d1e1e",2,1,12,9,8,8
"410303060103","94e8fb8cab7846d5a723aa902f6d1e1e",1,1,7,8,8,8
"410303060103","94e8fb8cab7846d5a723aa902f6d1e1e",3,1,13,17,8,8
"124104040103","977cf8b59c214cd6806539e994d0a6d9",1,1,16,30,8,8
"124104040103","977cf8b59c214cd6806539e994d0a6d9",2,1,20,25,8,8
"124104040103","977cf8b59c214cd6806539e994d0a6d9",3,1,15,24,8,8
"405211011114","9836e079cdd949e5afc70c7dcb3980c3",1,2,,,,
"405211011114","9836e079cdd949e5afc70c7dcb3980c3",3,2,,,,
"405211011114","9836e079cdd949e5afc70c7dcb3980c3",2,2,,,,
"318103020406","987cf3a3f3f04a53b6295c44afed7cec",2,2,,,,
"318103020406","987cf3a3f3f04a53b6295c44afed7cec",1,2,,,,
"318103020406","987cf3a3f3f04a53b6295c44afed7cec",3,2,,,,
"312105020216","989fa310b63545678cb56e3f009ee547",1,1,24,33,11,11
"312105020216","989fa310b63545678cb56e3f009ee547",2,1,14,19,96,5
"312105020216","989fa310b63545678cb56e3f009ee547",3,1,11,18,8,11
"124103021620","98c92ebc81274b48a478e3f3bdecc8d9",2,1,12,12,8,8
"124103021620","98c92ebc81274b48a478e3f3bdecc8d9",1,1,15,10,8,4
"124103021620","98c92ebc81274b48a478e3f3bdecc8d9",3,1,16,15,8,8
"417202010210","98ff8b8f68354855b3a47628eb2e3b13",2,1,19,23,8,8
"417202010210","98ff8b8f68354855b3a47628eb2e3b13",3,1,33,29,8,8
"417202010210","98ff8b8f68354855b3a47628eb2e3b13",1,1,21,38,8,8
"113301050411","991ea35afb8c4a5a91bded275d3a43cb",1,1,32,24,8,8
"113301050411","991ea35afb8c4a5a91bded275d3a43cb",2,1,27,30,8,5
"113301050411","991ea35afb8c4a5a91bded275d3a43cb",3,1,20,25,8,8
"232203040502","9ae38f33171f4fb89797a28ed8c32b32",2,2,,,,
"232203040502","9ae38f33171f4fb89797a28ed8c32b32",1,2,,,,
"232203040502","9ae38f33171f4fb89797a28ed8c32b32",3,2,,,,
"102105040650","9b29a92d675346708b3ed22f07d63387",3,2,,,,
"102105040650","9b29a92d675346708b3ed22f07d63387",1,1,30,36,8,8
"102105040650","9b29a92d675346708b3ed22f07d63387",2,1,29,33,8,8
"111102010811","9c42c15316c04419af74c9404cb4c0f5",1,1,2,4,11,11
"111102010811","9c42c15316c04419af74c9404cb4c0f5",2,1,2,5,8,8
"111102010811","9c42c15316c04419af74c9404cb4c0f5",3,1,1,4,6,5
"214101040303","9c877a6abcc44e259474046f89edb89f",3,2,,,,
"214101040303","9c877a6abcc44e259474046f89edb89f",2,2,,,,
"214101040303","9c877a6abcc44e259474046f89edb89f",1,2,,,,
"102104190357","9ecbe56df9f249d3be5a6ba4df28dccc",1,1,24,42,8,8
"102104190357","9ecbe56df9f249d3be5a6ba4df28dccc",2,1,34,44,8,8
"102104190357","9ecbe56df9f249d3be5a6ba4df28dccc",3,2,,,,
"327103030510","9ef24898f0e04e6f9f4c6561cca96f24",1,1,1,0,9,
"327103030510","9ef24898f0e04e6f9f4c6561cca96f24",2,1,1,1,9,3
"327103030510","9ef24898f0e04e6f9f4c6561cca96f24",3,1,1,0,9,
"214113010305","a03a17e845b8444b8e147d5e95b315f0",2,,,,,
"214113010305","a03a17e845b8444b8e147d5e95b315f0",3,,,,,
"214113010305","a03a17e845b8444b8e147d5e95b315f0",1,,,,,
"304301040405","a0525377534b48f0bb0d4c99d963fda6",1,1,40,45,8,5
"304301040405","a0525377534b48f0bb0d4c99d963fda6",2,1,30,40,8,5
"304301040405","a0525377534b48f0bb0d4c99d963fda6",3,1,37,30,9,5
"204301020206","a221543631f54480bde0e51df15c6361",1,,,,,
"204301020206","a221543631f54480bde0e51df15c6361",2,,,,,
"204301020206","a221543631f54480bde0e51df15c6361",3,,,,,
"307108030908","a29bda3a56964baba85e14f3c2abf988",3,1,18,23,11,4
"307108030908","a29bda3a56964baba85e14f3c2abf988",1,1,20,18,11,11
"307108030908","a29bda3a56964baba85e14f3c2abf988",2,1,24,21,8,8
"321106010504","a3908ba3b92f4fef9ad80450371afeb4",3,1,69,49,9,5
"321106010504","a3908ba3b92f4fef9ad80450371afeb4",2,1,15,8,9,4
"321106010504","a3908ba3b92f4fef9ad80450371afeb4",1,1,10,20,9,4
"102104163014","a4729f20438e49378506cba98596f46c",3,,,,,
"102104163014","a4729f20438e49378506cba98596f46c",2,,,,,
"102104163014","a4729f20438e49378506cba98596f46c",1,,,,,
"418202010203","a5e08a9b241643949baeb09fac3ee420",2,1,15,5,8,8
"418202010203","a5e08a9b241643949baeb09fac3ee420",1,1,7,12,8,8
"418202010203","a5e08a9b241643949baeb09fac3ee420",3,1,19,13,8,8
"108301050512","a93651e6ad8d4de2af53d25e4a9fc082",2,1,20,40,6,96
"108301050512","a93651e6ad8d4de2af53d25e4a9fc082",3,1,30,40,6,8
"108301050512","a93651e6ad8d4de2af53d25e4a9fc082",1,1,26,19,6,8
"322111041206","a9b092b3952f4ec082794dec24de21a1",1,1,50,65,9,9
"322111041206","a9b092b3952f4ec082794dec24de21a1",3,1,50,65,9,5
"322111041206","a9b092b3952f4ec082794dec24de21a1",2,1,45,55,9,5
"310202030204","aeefbdde40724ba291ecf85534647db2",1,1,13,18,9,9
"310202030204","aeefbdde40724ba291ecf85534647db2",2,1,18,24,9,9
"310202030204","aeefbdde40724ba291ecf85534647db2",3,1,34,25,96,96
"111202040320","b00970f7c1fd483599d25b5d7a2c0399",1,1,3,5,8,8
"111202040320","b00970f7c1fd483599d25b5d7a2c0399",3,1,1,3,6,4
"111202040320","b00970f7c1fd483599d25b5d7a2c0399",2,1,3,3,11,11
"319203030409","b0b5ef4a81ee42299b12a7926ba93f4f",2,2,,,,
"319203030409","b0b5ef4a81ee42299b12a7926ba93f4f",1,2,,,,
"319203030409","b0b5ef4a81ee42299b12a7926ba93f4f",3,2,,,,
"101204020501","b0cd107e76604c5c8367347965a11428",1,,,,,
"101204020501","b0cd107e76604c5c8367347965a11428",2,,,,,
"101204020501","b0cd107e76604c5c8367347965a11428",3,,,,,
"117302060527","b105a36a56b84f6ba66b7d1e2ffc388b",3,1,8,8,11,11
"117302060527","b105a36a56b84f6ba66b7d1e2ffc388b",2,1,5,5,6,6
"117302060527","b105a36a56b84f6ba66b7d1e2ffc388b",1,1,10,10,8,8
"303402040806","b136b27d91194229a3d2dcf9252a325e",3,2,,,,
"303402040806","b136b27d91194229a3d2dcf9252a325e",2,2,,,,
"303402040806","b136b27d91194229a3d2dcf9252a325e",1,2,,,,
"310306030909","b137ae14a69249ff994a536b0461599c",1,2,,,,
"310306030909","b137ae14a69249ff994a536b0461599c",3,1,70,102,9,9
"310306030909","b137ae14a69249ff994a536b0461599c",2,1,1,0,9,
"410201010654","b2e36352f5d9409abcd9ff6850c9a17f",3,,,,,
"410201010654","b2e36352f5d9409abcd9ff6850c9a17f",2,,,,,
"410201010654","b2e36352f5d9409abcd9ff6850c9a17f",1,,,,,
"120106010101","b330812745fa4e77a5f536a967849f73",2,1,5,5,8,8
"120106010101","b330812745fa4e77a5f536a967849f73",3,2,,,,
"120106010101","b330812745fa4e77a5f536a967849f73",1,1,4,6,8,8
"309103050101","b341d8d46699459d85270dbbf9234423",2,1,202,138,8,8
"309103050101","b341d8d46699459d85270dbbf9234423",3,1,16,5,9,9
"309103050101","b341d8d46699459d85270dbbf9234423",1,2,,,,
"324104010503","b4251f797f5f4785bc4d7bf83cf21cad",3,,,,,
"324104010503","b4251f797f5f4785bc4d7bf83cf21cad",2,,,,,
"324104010503","b4251f797f5f4785bc4d7bf83cf21cad",1,,,,,
"218103021305","b562c88957c5417886afa6977f5b2965",2,1,1,0,12,
"218103021305","b562c88957c5417886afa6977f5b2965",3,1,1,1,6,6
"218103021305","b562c88957c5417886afa6977f5b2965",1,1,0,1,,9
"113301010130","b59699570a7a45afbefd3140dd85b87e",3,1,0,0,,
"113301010130","b59699570a7a45afbefd3140dd85b87e",2,1,0,0,,
"113301010130","b59699570a7a45afbefd3140dd85b87e",1,1,0,0,,
"302204050508","b60db776f7044c0993c08a34296e7410",2,1,28,24,11,4
"302204050508","b60db776f7044c0993c08a34296e7410",1,1,24,22,9,4
"302204050508","b60db776f7044c0993c08a34296e7410",3,1,18,14,9,4
"424105020201","b6beade8c2fb4ba7b72316080719a6ae",1,1,4,12,6,11
"424105020201","b6beade8c2fb4ba7b72316080719a6ae",3,2,,,,
"424105020201","b6beade8c2fb4ba7b72316080719a6ae",2,2,,,,
"314101030304","b6c120c8e36f4d488a1d22da070a6a01",1,,,,,
"314101030304","b6c120c8e36f4d488a1d22da070a6a01",2,,,,,
"314101030304","b6c120c8e36f4d488a1d22da070a6a01",3,,,,,
"321105050214","b71b6b7c544e41fb929294eed370b7cf",3,1,35,35,9,9
"321105050214","b71b6b7c544e41fb929294eed370b7cf",2,1,15,30,9,5
"321105050214","b71b6b7c544e41fb929294eed370b7cf",1,1,22,16,9,4
"110306010205","b92db033a86e4abbae72c6347c5b82c8",3,1,5,5,8,8
"110306010205","b92db033a86e4abbae72c6347c5b82c8",1,1,5,10,96,96
"110306010205","b92db033a86e4abbae72c6347c5b82c8",2,1,5,5,6,6
"406201020310","bad2132fae8a42459b20c2aede01de05",2,2,,,,
"406201020310","bad2132fae8a42459b20c2aede01de05",3,2,,,,
"406201020310","bad2132fae8a42459b20c2aede01de05",1,2,,,,
"408102011215","bb6db2bb7e894ee6b96c81013a338db0",3,1,12,18,8,8
"408102011215","bb6db2bb7e894ee6b96c81013a338db0",2,1,8,9,6,6
"408102011215","bb6db2bb7e894ee6b96c81013a338db0",1,1,4,3,6,6
"209201010506","bb91dac00ca941ac91a0e1569d4a6dc8",2,1,0,1,,9
"209201010506","bb91dac00ca941ac91a0e1569d4a6dc8",1,1,0,1,,9
"209201010506","bb91dac00ca941ac91a0e1569d4a6dc8",3,2,,,,
"117301041137","bbb3f63e02a24e3db0e1e1e424e4a991",1,1,6,9,11,11
"117301041137","bbb3f63e02a24e3db0e1e1e424e4a991",3,1,1,4,10,11
"117301041137","bbb3f63e02a24e3db0e1e1e424e4a991",2,1,3,5,8,8
"402210030714","bbd5aebfc1a54cf6826cbe7b44ec361d",2,,,,,
"402210030714","bbd5aebfc1a54cf6826cbe7b44ec361d",3,,,,,
"402210030714","bbd5aebfc1a54cf6826cbe7b44ec361d",1,,,,,
"420107040304","bcc6e03bb2a543348878ca4889658ee5",1,2,,,,
"420107040304","bcc6e03bb2a543348878ca4889658ee5",3,2,,,,
"420107040304","bcc6e03bb2a543348878ca4889658ee5",2,1,128,159,6,8
"318112010303","bcf4623a365e43579a50ae7608a20bb4",1,1,289,126,11,11
"318112010303","bcf4623a365e43579a50ae7608a20bb4",2,1,30,50,11,11
"318112010303","bcf4623a365e43579a50ae7608a20bb4",3,1,36,96,11,11
"221109020302","bfade52afbbe499582123960bdf484ad",1,1,1,0,9,
"221109020302","bfade52afbbe499582123960bdf484ad",2,1,1,1,8,5
"221109020302","bfade52afbbe499582123960bdf484ad",3,1,1,2,9,5
"325103060113","bfc868c5c5914281b9d9bd1182bec578",3,1,130,125,11,11
"325103060113","bfc868c5c5914281b9d9bd1182bec578",1,1,140,120,11,11
"325103060113","bfc868c5c5914281b9d9bd1182bec578",2,1,120,110,11,11
"307108030304","c015bae305344f96818cc01ab60541c4",1,,,,,
"307108030304","c015bae305344f96818cc01ab60541c4",3,,,,,
"307108030304","c015bae305344f96818cc01ab60541c4",2,,,,,
"310306040802","c14a86da4ace4064b4410807ad90f8cc",2,1,50,34,96,6
"310306040802","c14a86da4ace4064b4410807ad90f8cc",3,1,44,35,9,9
"310306040802","c14a86da4ace4064b4410807ad90f8cc",1,1,47,92,9,9
"210306040101","c1a22955cf934b9386559182a0c46c8d",3,2,,,,
"210306040101","c1a22955cf934b9386559182a0c46c8d",1,1,0,1,,4
"210306040101","c1a22955cf934b9386559182a0c46c8d",2,2,,,,
"432205040203","c208d41946924e27803193316fe645f0",2,2,,,,
"432205040203","c208d41946924e27803193316fe645f0",1,2,,,,
"432205040203","c208d41946924e27803193316fe645f0",3,2,,,,
"124108021108","c2a083238ac94fc8a0b48e3330a8a611",2,,,,,
"124108021108","c2a083238ac94fc8a0b48e3330a8a611",3,,,,,
"124108021108","c2a083238ac94fc8a0b48e3330a8a611",1,,,,,
"107402030203","c33561448066434395fe6c8445631c87",2,1,36,32,8,8
"107402030203","c33561448066434395fe6c8445631c87",1,1,55,87,8,8
"107402030203","c33561448066434395fe6c8445631c87",3,1,43,54,8,8
"321103040514","c40d2554992447aaab0c9ed075204836",3,1,30,60,9,4
"321103040514","c40d2554992447aaab0c9ed075204836",1,1,10,30,9,5
"321103040514","c40d2554992447aaab0c9ed075204836",2,1,20,50,9,5
"311103020202","c5a985e708a74594a6c4522354013a9a",3,1,7,8,96,96
"311103020202","c5a985e708a74594a6c4522354013a9a",2,1,76,71,96,96
"311103020202","c5a985e708a74594a6c4522354013a9a",1,2,,,,
"225114032604","c7bcab112852484b816748e5dc6c1d12",2,1,0,2,,5
"225114032604","c7bcab112852484b816748e5dc6c1d12",1,1,0,1,,5
"225114032604","c7bcab112852484b816748e5dc6c1d12",3,1,1,0,6,
"426202040101","c997c4379310457193d2e4fec060d957",2,1,9,3,8,8
"426202040101","c997c4379310457193d2e4fec060d957",3,1,11,6,8,8
"426202040101","c997c4379310457193d2e4fec060d957",1,1,6,7,8,8
"304102010107","c9f3e3b01148416390d788c451e83853",3,1,16,8,11,11
"304102010107","c9f3e3b01148416390d788c451e83853",2,1,34,24,96,96
"304102010107","c9f3e3b01148416390d788c451e83853",1,1,10,6,11,11
