"hhid","parcelID","a2aq1owned","s2aq5_1","s2aq03_1a","s2aq4","s2aq5","s2aq6","s2aq7","s2aq8","s2aq9","s2aq10","s2aq11a","s2aq11b","a2bq12a_1","a2bq12b_1","s2aq14","s2aq15a","s2aq15b","a2aq28","a2aq29a","a2aq29b","a2aq18","s2aq20","s2aq21","s2aq22a","s2aq22b","s2aq23","a2aq31","s2aq26__0","s2aq26__1","a2aq32","a2aq33a","a2aq33b","a2aq33c","s2aq24__0","s2aq24__1","s2aq27__0","s2aq27__1","a2aq34","a2aq25","a2aq35","a2aq36","a2aq37","a2aq38","a2aq39"
"e0a35de7a3ab4506a26d478156e03755",1,1,1,1,,1,1,1,1,999,1,1,96,,,,100,,2,,,2,2,,,,3,2015,1,,,,,,1,,1,,1,1,1,4,1,,6000000
"e0af6581e4804877ac5ba292552a8ac3",2,1,1,1,,0.25,1,4,2,999,1,1,5,,3,,100,,1,1,,2,2,,,,4,,,,2,,,,1,2,1,,2,2,2,,1,,700000
"e0af6581e4804877ac5ba292552a8ac3",3,1,1,1,,1,3,4,1,999,1,1,1,,,,100,100,2,,,2,2,,,,2,2017,1,,,,,,1,2,1,,2,2,2,,1,,2500000
"e0af6581e4804877ac5ba292552a8ac3",4,1,1,1,,0.25,1,4,2,999,1,1,1,,,,100,100,2,,,2,2,,,,4,,,,2,,,,1,2,1,,2,2,2,,1,,700000
"e0b7a6329e394fb8a9432b1088ebb369",1,1,1,1,2,3,1,1,2,999,1,1,1,,,,90,95,1,1,,2,2,,,,4,,,,1,1,,,1,,1,,4,1,1,2,5,2,30000000
"e0c2784f134e4d5281e6f09a0e3ccd42",1,1,2,1,1,1,3,4,2,999,1,5,1,1,,,,100,2,,,2,2,,,,4,,,,2,,,,1,2,1,,2,2,2,,1,,2000000
"e0c2784f134e4d5281e6f09a0e3ccd42",2,1,2,1,1.66,1.5,1,4,2,999,1,1,1,,,,100,100,2,,,2,2,,,,4,,,,2,,,,1,2,1,,2,2,2,,1,,2300000
"e0c2784f134e4d5281e6f09a0e3ccd42",3,1,2,1,1.6,1.5,3,4,2,999,1,1,1,,,,100,100,2,,,2,2,,,,4,,,,2,,,,1,2,1,,2,2,2,,1,,2000000
"e0e5c59882a04abeb550377d95a153ff",1,1,1,3,0.26,0.25,1,1,1,999,1,2,2,,,,100,100,2,,,2,2,,,,3,1999,1,2,,,,,1,2,1,2,2,2,2,,1,,2000000
"e10fa4e77e8b4e9494057c0ff03d5a4f",1,1,2,3,0.71,0.5,1,4,1,999,1,1,1,,,,70,56,2,,,2,2,,,,4,,,,2,,,,2,,2,,1,2,2,,1,,20000000
"e134efcd428440bf9679a2776f189fbf",1,1,4,1,0.75,0.75,1,4,2,999,1,1,1,,,,100,100,2,,,2,2,,,,4,,,,2,,,,1,,1,,1,2,2,,1,,7000000
"e134efcd428440bf9679a2776f189fbf",2,1,4,1,,0.5,4,4,8,999,1,1,1,,,,100,100,2,,,2,2,,,,4,,,,2,,,,1,,1,,1,2,2,,1,,7000000
"e13e814ea3044d199c7809229a709a16",1,1,1,1,,6,1,4,2,999,1,1,1,,,,15,29,1,1,,2,2,,,,4,,,,2,,,,1,,1,,2,2,2,,1,,27000000
"e152b42c97104718aec92008671c5a49",2,1,1,1,2.25,2,1,4,1,999,1,3,1,,,80000,,100,2,,,2,2,,,,4,,,,1,96,,,1,,1,,5,2,2,,1,,2400000
"e1574e4773b548a090ee537919713b0c",1,1,1,1,,2,3,1,1,999,1,6,6,,,,,,2,,,2,2,,,,1,2010,1,,,,,,1,,1,,2,2,2,,1,,10000000
"e1574e4773b548a090ee537919713b0c",2,1,1,1,4.24,4,1,4,2,999,1,1,1,,,,50,50,1,1,,2,2,,,,4,,,,2,,,,1,,1,,2,2,2,,1,,8000000
"e1574e4773b548a090ee537919713b0c",3,1,1,1,8.3,8,2,4,2,999,1,1,1,,,,50,50,2,,,2,2,,,,4,,,,2,,,,1,2,1,2,2,2,2,,1,,12000000
"e1621d847f2b4c89a3f90a9bd772a15a",2,1,2,1,0.11,0.25,1,1,1,999,1,2,2,,,,100,100,2,,,2,2,,,,4,,,,1,96,,,1,2,1,2,5,1,2,,1,,2500000
"e16430700605483094eb2241798d8b12",1,1,1,1,,3,2,4,1,999,1,2,1,,,,65,65,2,,,2,2,,,,4,,,,2,,,,1,2,1,2,2,2,2,,1,,50000000
"e16430700605483094eb2241798d8b12",2,1,1,1,,4,1,4,1,999,1,2,2,,,,95,95,1,1,,2,2,,,,4,,,,1,3,,,1,2,1,2,2,2,2,,1,,60000000
"e16430700605483094eb2241798d8b12",3,1,1,1,,0.25,2,4,1,999,1,7,7,,,,,,2,,,2,2,,,,4,,,,1,3,,,1,2,1,2,2,2,2,,1,,300000
"e16705f59aef4668ab4b2eba8162f925",1,1,3,3,,1,1,4,2,999,1,1,1,,,,50,100,1,1,,2,1,2,10,,4,,,,2,,,,1,,1,,6,2,2,,1,,4000000
"e175581652a54d719eefd6717694abdd",1,1,2,1,,1,3,4,9,999,1,96,96,,,,,,2,,,2,2,,,,4,,,,2,,,,2,,2,,1,2,2,,1,,400000
"e18770e2f8654cf492a5078eef55795f",3,1,1,1,,1,2,1,1,999,2,1,1,,,,100,100,2,,,2,2,,,,4,,,,1,96,,,7,,7,,1,2,2,,1,,20000000
"e18770e2f8654cf492a5078eef55795f",4,1,1,1,1.2,1,1,1,1,999,1,1,1,,,,100,100,2,,,2,2,,,,4,,,,1,3,,,7,,7,,1,2,2,,1,,20000000
"e18e3ded6e684e3b9492a55090893950",1,1,1,1,,1,3,1,8,999,1,5,1,1,,,,100,2,,,2,2,,,,4,,,,1,3,,,1,,1,,1,2,2,,1,,2000000
"e18e3ded6e684e3b9492a55090893950",2,1,1,1,0.97,1,2,4,2,999,1,5,5,3,1,,,,2,,,2,2,,,,4,,,,2,,,,1,,1,,1,2,2,,1,,1600000
"e18e3ded6e684e3b9492a55090893950",3,1,1,1,0.75,1,2,4,2,999,1,5,1,1,,,,100,2,,,2,2,,,,4,,,,2,,,,1,,1,,1,2,2,,1,,1200000
"e18e3ded6e684e3b9492a55090893950",4,1,1,1,1.09,1,2,4,2,999,1,5,1,1,,,,100,2,,,2,2,,,,4,,,,2,,,,1,,1,,1,2,2,,1,,1100000
"e18e3ded6e684e3b9492a55090893950",5,1,1,1,1.5,2,1,4,2,999,1,5,1,1,,,,100,2,,,2,2,,,,4,,,,2,,,,1,,1,,1,2,2,,1,,2000000
"e1b4ec4ceb7748b3aaff2448cbaa4006",1,1,1,1,,2,1,4,2,999,1,1,1,,,,50,100,2,,,2,2,,,,4,,,,2,,,,1,,1,,5,2,2,,1,,3000000
"e1b9ef12df374cc7a3310c77f9b2049d",2,1,1,1,,0.25,3,4,1,999,1,1,1,,,,100,100,2,,,2,2,,,,4,,,,1,3,,,1,,1,,2,2,2,,1,,600000
"e1c2d05aa48f4dda8445d06ec8ef2956",1,1,1,3,1.3,1.5,1,1,2,999,1,1,1,,,,100,97,2,,,2,2,,,,4,,,,2,,,,1,,1,,6,2,2,,2,3,15000000
"e1e4f600d96d467f8131e66be3ef1571",3,1,1,,,0.08,4,1,1,2018,1,1,1,,,,100,100,2,,,2,2,,,,4,,,,1,3,,,1,,1,,1,2,2,,1,,800000
"e2003f17fe5e4ac49e2c9db3398d75c0",2,1,1,1,,0.5,3,4,1,999,2,3,3,,,160000,,,2,,,2,2,,,,4,,,,1,3,,,1,,1,,6,2,2,,1,,2000000
"e2003f17fe5e4ac49e2c9db3398d75c0",3,1,1,1,0.6,0.5,1,4,1,999,1,1,1,,,,100,100,2,,,2,2,,,,4,,,,1,3,,,1,,1,,6,2,2,,1,,1500000
"e209e9a91faf40ac8d7f623739910f8b",1,1,2,3,0.2,0.25,1,2,1,999,1,2,2,,,,99,99,1,1,,2,2,,,,4,,,,2,,,,1,,1,,1,2,2,,1,,1000000
"e2129f8175624a4cb4b7928b8a3e3048",1,1,1,1,14.83,14.83,1,4,2,999,1,1,1,,,,13,36,2,,,2,2,,,,4,,,,2,,,,1,2,1,2,2,2,2,,1,,20000000
"e2129f8175624a4cb4b7928b8a3e3048",2,1,2,1,,4,2,4,2,999,1,5,5,3,3,,,,2,,,2,2,,,,4,,,,2,,,,1,2,1,2,2,2,2,,1,,8000000
"e2129f8175624a4cb4b7928b8a3e3048",3,1,2,1,,2,2,4,1,999,1,1,1,,,,100,100,2,,,2,2,,,,4,,,,2,,,,1,2,1,2,2,2,2,,1,,3000000
"e23426755e80453e923ddb805290cfa3",1,1,2,1,,1.11,1,1,2,999,1,2,2,,,,100,100,2,,,2,2,,,,4,,,,2,,,,1,,1,2,2,2,2,,1,,5000000
"e2420351245048bf81520b722d7a3194",2,1,1,1,1.28,3,1,1,2,999,1,2,2,,,,100,100,2,,,2,2,,,,4,,,,1,1,,,1,,1,,5,2,2,,1,,8000000
"e2420351245048bf81520b722d7a3194",3,1,1,1,,0.5,4,1,1,999,1,1,1,,,,100,100,2,,,2,2,,,,4,,,,1,2,,,1,,1,,5,2,2,,1,,5000000
"e278c7ce0c9e4918b7adf4c6cddb84a6",1,1,2,3,,0.5,3,1,1,999,1,1,1,,,,100,100,2,,,2,2,,,,1,2011,1,2,,,,,1,2,1,2,2,2,2,,1,,6000000
"e28fa276d0bd4fbb9b7057bd52355db6",2,1,2,3,1.63,1,1,4,2,999,1,1,3,,,30000,100,,2,,,2,2,,,,4,,,,2,,,,2,,2,,3,2,2,,1,,600000
"e28fa276d0bd4fbb9b7057bd52355db6",3,1,2,3,0.7,0.5,1,4,2,999,1,5,3,3,,66000,,,2,,,2,2,,,,4,,,,2,,,,2,,2,,3,2,2,,1,,600000
"e2d990414c764b6586b2955fda395718",1,1,1,1,,0.5,1,4,1,999,1,5,1,3,,,,100,1,1,,2,2,,,,4,,,,2,,,,1,,1,,2,2,2,,1,,2500000
"e2d990414c764b6586b2955fda395718",2,1,1,1,,0.5,2,4,1,999,1,5,5,3,3,,,,2,,,3,2,,,,4,,,,2,,,,1,,1,,2,2,2,,1,,2500000
"e2ebc60d668649ce8d7226aac83b180e",1,1,1,1,,2,3,4,2,999,1,1,1,,,,50,100,2,,,2,2,,,,4,,,,2,,,,1,,1,,2,2,2,,1,,5000000
"e2ebc60d668649ce8d7226aac83b180e",2,1,1,1,,1,1,4,2,999,1,1,1,,,,100,100,1,1,,2,2,,,,4,,,,2,,,,1,,1,,2,2,2,,1,,1000000
"e2ebc60d668649ce8d7226aac83b180e",3,1,1,1,,2,2,4,2,999,1,1,6,,,,100,,2,,,2,2,,,,4,,,,2,,,,1,,1,,2,2,2,,1,,35000000
"e2ebc60d668649ce8d7226aac83b180e",4,1,1,1,,1,4,4,2,999,1,1,5,,2,,100,,2,,,2,2,,,,4,,,,2,,,,1,,1,,2,2,2,,1,,27000000
"e33a0702257c400f8f2f669ce637e15d",2,1,2,1,,0.5,1,4,2,999,1,5,1,2,,,,42,2,,,2,2,,,,4,,,,2,,,,1,2,1,2,6,2,2,,1,,400000
"e33a0702257c400f8f2f669ce637e15d",3,1,2,1,,3,6,4,2,999,1,5,1,2,,,,83,2,,,2,2,,,,4,,,,2,,,,1,2,1,2,6,2,2,,1,,8000000
"e33b089d785d45cb89f2f599ec2c8014",1,1,1,3,0.59,0.5,1,4,1,999,2,2,2,,,,92,92,1,1,,2,1,2,1,,4,,,,1,96,,,1,,1,,1,2,2,,1,,1500000
"e35b0fbe3fb64f5b97cc925839a08974",1,1,4,1,3.8,2,1,4,2,999,1,5,1,1,,,,50,2,,,2,2,,,,4,,,,2,,,,1,,1,,2,2,2,,1,,3200000
"e35b0fbe3fb64f5b97cc925839a08974",2,1,4,1,1.5,1,1,4,2,999,1,96,1,,,,,100,2,,,2,2,,,,4,,,,2,,,,1,,1,,1,2,2,,1,,1600000
"e35b0fbe3fb64f5b97cc925839a08974",3,1,4,1,2.65,2,1,4,2,999,1,5,5,3,3,,,,2,,,2,2,,,,4,,,,2,,,,1,,1,,1,2,2,,1,,1600000
"e35b0fbe3fb64f5b97cc925839a08974",4,1,4,1,2.52,1,3,2,2,999,1,5,1,1,,,,98,1,1,,2,2,,,,4,,,,2,,,,1,,1,,1,2,2,,1,,1600000
"e35b0fbe3fb64f5b97cc925839a08974",6,1,4,1,1.68,1,1,4,2,999,1,5,5,1,3,,,,2,,,2,2,,,,4,,,,2,,,,1,,1,,1,2,2,,1,,1600000
"e35e43cf097941289b9865c11735dc4e",1,1,8,1,1.73,2,1,4,2,999,1,5,1,3,,,,26,2,,,2,2,,,,4,,,,2,,,,1,8,8,,2,2,2,,1,,8000000
"e35e43cf097941289b9865c11735dc4e",2,1,8,1,,1.25,3,4,2,999,1,1,1,,,,100,100,2,,,2,2,,,,4,,,,2,,,,8,,8,,2,2,2,,1,,8000000
"e35e43cf097941289b9865c11735dc4e",3,1,8,1,,1,3,4,2,999,1,1,1,,,,80,50,2,,,2,2,,,,4,,,,2,,,,1,8,8,,2,2,2,,1,,8000000
"e3757ed781814ce09945f0a8355b67ee",2,1,1,1,,1,1,4,8,999,1,5,1,1,,,,100,2,,,2,2,,,,4,,,,2,,,,1,,1,,2,2,2,,1,,2000000
"e3757ed781814ce09945f0a8355b67ee",3,1,1,1,,2,2,4,2,999,1,5,1,1,,,,100,2,,,2,2,,,,4,,,,2,,,,1,,1,,2,2,2,,1,,2000000
"e3757ed781814ce09945f0a8355b67ee",4,1,1,1,,1,3,4,2,999,1,5,1,1,,,,100,2,,,2,2,,,,4,,,,2,,,,1,,1,,2,2,2,,1,,1800000
"e38c6169570d41019dd68ea2cdbe44f7",1,1,1,1,,0.5,1,1,2,999,1,1,1,,,,100,100,2,,,2,2,,,,4,,,,2,,,,1,5,1,5,2,2,2,,1,,1600000
"e3bd2174ea6242dfbb49ccc17ade5236",2,1,2,1,2.8,2,1,1,1,999,1,1,1,,,,98,83,2,,,2,2,,,,4,,,,1,96,,,1,2,1,2,1,1,2,,1,,70000000
"e3befb8283e044ad9d495bd952f9e57a",1,1,1,1,2.23,2,1,1,2,999,1,1,1,,,,73,80,1,1,,2,2,,,,4,,,,1,1,,,3,,1,3,2,1,2,,1,,12000000
"e423b8514f984fb19a048369b9982434",2,1,2,3,1.88,2,2,4,2,999,1,1,5,,3,,41,,2,,,2,2,,,,4,,,,2,,,,1,2,1,2,2,2,2,,1,,2400000
"e423b8514f984fb19a048369b9982434",3,1,2,3,3.16,3,1,4,2,999,1,1,1,,,,70,30,2,,,2,2,,,,4,,,,2,,,,1,2,1,2,2,2,2,,1,,2400000
"e423b8514f984fb19a048369b9982434",4,1,2,,1.03,1,1,4,2,2017,1,5,1,3,,,,100,2,,,2,2,,,,4,,,,2,,,,1,2,1,2,6,2,2,,1,,1500000
"e453852a3edd4d9eb7cf8d3b97e43221",1,1,1,1,0.53,0.5,1,4,2,999,1,2,2,,,,93,93,2,,,2,2,,,,4,,,,1,1,,,1,,1,,2,2,2,,1,,8000000
"e47530fc60c44df5b1b19f639cb7611a",1,1,1,1,0.27,0.25,2,1,2,999,1,2,1,,,,100,100,2,,,2,2,,,,4,,,,1,1,,,1,,1,,2,2,2,,1,,4000000
"e47530fc60c44df5b1b19f639cb7611a",2,1,1,1,0.2,0.25,1,1,2,999,1,2,2,,,,100,100,2,,,2,2,,,,4,,,,1,1,,,1,,1,,2,2,2,,1,,2800000
"e48422ac358e481db4fda7af93c33cfe",1,1,2,3,,0.5,2,4,1,999,1,1,1,,,,100,100,2,,,2,2,,,,4,,,,1,2,,,1,,1,2,6,2,2,,1,,2000000
"e48422ac358e481db4fda7af93c33cfe",3,1,2,3,,0.25,1,4,1,999,1,1,1,,,,100,100,2,,,2,2,,,,4,,,,1,2,,,1,,1,2,6,2,2,,1,,2000000
"e48422ac358e481db4fda7af93c33cfe",5,1,2,3,,0.1,1,4,1,999,2,2,2,,,,100,100,2,,,2,2,,,,4,,,,1,2,,,1,,1,2,6,2,2,,1,,1000000
"e493ef6d407d428e8d1b4dc2f7b005c0",1,1,2,1,,1,2,1,1,999,1,1,1,,,,100,100,2,,,2,2,,,,4,,,,2,,,,1,2,1,2,2,2,2,,1,,10000000
"e493ef6d407d428e8d1b4dc2f7b005c0",2,1,2,1,0.9,1,1,1,2,999,1,2,2,,,,100,100,2,,,2,2,,,,4,,,,2,,,,1,2,1,2,2,2,2,,1,,10000000
"e4985f432e97443592da086e748b9032",1,1,2,1,,1,2,2,1,999,1,1,1,,,,100,100,2,,,2,2,,,,4,,,,2,,,,1,2,1,2,2,2,2,,1,,4000000
"e4985f432e97443592da086e748b9032",2,1,2,1,,2,1,2,1,999,2,1,1,,,,100,60,2,,,2,2,,,,4,,,,2,,,,2,,2,,6,2,2,,1,,6000000
"e4a757a91e4648b1b029ecf7dd3a8380",1,1,2,1,0.46,0.5,1,1,1,999,1,1,1,,,,100,100,2,,,2,2,,,,4,,,,1,3,,,1,,2,,1,2,2,,1,,7000000
"e4dc7edd09ac4af98798727b7f4596f6",3,1,2,1,1.5,1,1,1,2,999,1,1,1,,,,100,100,2,,,2,2,,,,4,,,,2,,,,1,,1,,6,2,2,,1,,5000000
"e4ea7e6b01d9417dbd7b0b6a83ddea88",1,1,1,1,0.25,0.5,1,1,8,999,1,1,1,,,,100,100,2,,,2,2,,,,4,,,,2,,,,,,,,,2,2,,1,,0
"e4f39acd480c4e609c102b49c2fdbd66",1,1,5,1,,0.75,2,1,1,999,1,7,7,,,,,,2,,,2,2,,,,4,,,,1,1,,,1,5,1,,2,2,2,,1,,7000000
"e4f39acd480c4e609c102b49c2fdbd66",3,1,5,1,1.45,2,1,1,2,999,1,2,2,,,,70,70,2,,,2,2,,,,4,,,,2,,,,1,,1,,2,2,2,,1,,15000000
"e50573f1edb4494a839b69eb35cb6582",1,1,2,1,,1,2,1,1,999,1,2,2,,,,50,50,2,,,2,2,,,,4,,,,1,96,,,2,,2,,1,2,2,,1,,2000000
"e50573f1edb4494a839b69eb35cb6582",2,1,2,1,3,3,1,1,1,999,1,2,2,,,,100,100,2,,,2,2,,,,4,,,,1,96,,,2,,2,,1,2,2,,1,,6000000
"e50573f1edb4494a839b69eb35cb6582",3,1,2,1,1,1,1,1,1,999,1,2,2,,,,90,90,1,1,96,2,2,,,,4,,,,1,96,,,2,,2,,1,2,2,,1,,50000000
"e51b48f20cbe4a4cbaec7455e00bb889",1,1,2,1,1.8,2,2,4,2,999,1,1,1,,,,80,73,2,,,2,2,,,,4,,,,1,1,,,1,,1,2,1,2,2,,1,,10000000
"e581fc059ecd49cdb939876a3ce4c8c8",1,1,1,3,0.5,1,1,4,2,999,1,5,2,3,,,,100,2,,,2,2,,,,4,,,,2,,,,1,2,1,2,2,2,2,,1,,2500000
"e581fc059ecd49cdb939876a3ce4c8c8",2,1,1,1,,0.5,3,4,9,999,1,5,5,3,3,,,,2,,,2,2,,,,4,,,,2,,,,1,2,1,2,2,2,2,,1,,500000
"e5a999aba16d499292df3e91f4a0357a",1,1,8,1,0.75,0.75,1,4,2,999,1,1,1,,,,100,100,2,,,2,2,,,,4,,,,2,,,,8,,8,,2,2,2,,1,,5000000
"e5a999aba16d499292df3e91f4a0357a",2,1,8,1,,0.75,3,4,2,999,1,1,5,,2,,100,,2,,,2,2,,,,4,,,,2,,,,8,,8,,2,2,2,,1,,6000000
"e5ed530dd88641a1a20c7bd15da7a472",1,1,1,1,,4,2,4,2,999,1,5,5,3,3,,,,2,,,2,2,,,,4,,,,2,,,,1,2,1,2,2,2,2,,1,,500000
"e5ed530dd88641a1a20c7bd15da7a472",2,1,1,1,,2,3,4,2,999,1,5,2,3,,,,50,2,,,2,2,,,,4,,,,2,,,,1,2,1,2,2,2,2,,1,,500000
"e5ed530dd88641a1a20c7bd15da7a472",3,1,1,1,,2,4,4,4,999,1,5,2,3,,,,100,2,,,2,2,,,,4,,,,2,,,,1,2,1,2,2,2,2,,1,,600000
"e5fae4821c524e4c8cc016dbc419726c",2,1,2,1,,2,3,1,1,999,1,1,1,,,,100,100,2,,,2,2,,,,4,,,,1,3,,,1,2,1,2,1,2,2,,1,,15000000
"e5fae4821c524e4c8cc016dbc419726c",3,1,1,1,1,1,1,1,1,999,1,1,1,,,,75,75,1,1,,2,2,,,,4,,,,1,3,,,1,2,1,2,1,2,2,,1,,10000000
"e5fbbe096194464e9101b737007f5c06",1,1,2,1,,1,1,1,2,999,1,1,1,,,,50,100,2,,,2,2,,,,4,,,,1,1,,,1,2,1,2,2,1,2,,1,,3000000
"e5fbbe096194464e9101b737007f5c06",2,1,2,1,1.02,1,1,1,1,999,1,1,1,,,,70,96,1,1,,2,2,,,,4,,,,1,96,,,1,2,1,2,2,1,2,,1,,3000000
"e612b42437064ab390194b18cd3be965",1,1,1,3,0.97,1,1,4,2,999,1,1,1,,,,60,25,1,1,,2,2,,,,4,,,,2,,,,1,,1,,2,2,2,,1,,15000000
"e612b42437064ab390194b18cd3be965",2,1,1,1,,0.5,3,4,2,999,2,5,5,3,3,,,,2,,,2,2,,,,4,,,,2,,,,1,,1,,2,2,2,,1,,6000000
"e65772b68645431e84b79eb1c8a40696",1,1,2,1,,9,6,4,4,999,1,5,1,3,,,,28,2,,,2,2,,,,4,,,,2,,,,1,2,1,2,2,2,2,,1,,10000000
"e66f16eee8fc48bbb1b40d3d336dbead",1,1,3,1,0.71,1,1,4,2,999,1,1,1,,,,100,48,2,,,2,2,,,,4,,,,2,,,,3,,3,,2,2,2,,1,,1500000
"e66f16eee8fc48bbb1b40d3d336dbead",2,1,3,3,1.11,1,1,4,2,999,1,1,1,,,,14,55,2,,,2,2,,,,4,,,,2,,,,3,,3,,2,2,2,,1,,700000
"e67c4afb41e34c399d4b8c191fd1eeb8",1,1,1,3,0.53,0.5,1,1,1,999,1,2,2,,,,100,100,2,,,2,2,,,,3,1992,1,2,,,,,1,2,1,2,2,2,2,,1,,5000000
"e67c4afb41e34c399d4b8c191fd1eeb8",2,1,1,3,0.32,0.4,2,1,2,999,1,1,1,,,,100,100,2,,,2,2,,,,4,,,,2,,,,1,2,1,2,2,2,2,,1,,2000000
"e68fe982eac94d57b425805102b5849a",1,1,1,1,,0.5,1,2,1,999,1,2,2,,,,100,100,2,,,2,2,,,,4,,,,1,3,,,1,3,1,3,2,1,1,3,2,3,1500000
"e68fe982eac94d57b425805102b5849a",2,1,1,1,,2,2,3,1,999,1,2,2,,,,100,100,2,,,2,2,,,,4,,,,1,3,,,1,3,1,3,2,1,1,3,2,3,7000000
"e68fe982eac94d57b425805102b5849a",3,1,1,1,,2,2,3,1,999,1,1,1,,,,100,100,2,,,2,2,,,,4,,,,1,3,,,1,3,1,3,2,2,2,,2,3,8000000
"e691f36dcace4f579fdbf7280d027b8d",1,1,2,1,1.12,1,1,1,5,999,1,2,2,,,,100,100,2,,,2,2,,,,4,,,,2,,,,2,,2,,2,2,2,,1,,6000000
"e691f36dcace4f579fdbf7280d027b8d",2,1,2,1,,1,3,1,5,999,1,1,1,,,,100,100,2,,,2,2,,,,4,,,,2,,,,2,,2,,2,2,2,,1,,4000000
"e691f36dcace4f579fdbf7280d027b8d",3,1,2,1,,0.5,3,1,8,999,2,1,5,,1,,100,,2,,,2,2,,,,4,,,,2,,,,2,,2,,2,2,2,,1,,1500000
"e691f36dcace4f579fdbf7280d027b8d",4,1,2,1,,1.5,4,1,1,999,1,5,5,3,3,,,,2,,,2,2,,,,4,,,,1,1,,,2,,2,,2,2,2,,1,,4500000
"e6928ef536a441dc9f7f55b86148c05c",2,1,2,1,,3.5,4,1,1,999,1,1,1,,,,36,36,2,,,2,2,,,,4,,,,1,2,,,2,,2,,2,2,2,,1,,15000000
"e6928ef536a441dc9f7f55b86148c05c",3,1,2,1,1.98,2.5,1,1,1,999,1,2,2,,,,100,100,2,,,2,2,,,,4,,,,1,2,,,2,,1,2,2,2,2,,1,,10000000
"e6928ef536a441dc9f7f55b86148c05c",4,1,2,1,0.76,1,1,1,1,999,1,2,2,,,,100,100,2,,,2,2,,,,4,,,,1,2,,,1,2,1,2,2,2,2,,1,,10000000
"e6c191f97d6c42f5a9c52d38b245baf9",1,1,1,3,,2,4,1,1,999,1,2,2,,,,100,100,2,,,2,2,,,,4,,,,1,96,,,1,,1,,1,2,2,,1,,25000000
"e6e832392045456f831adebac8130bdb",1,1,2,3,,1,4,2,2,999,1,1,5,,3,,50,,2,,,2,2,,,,4,,,,2,,,,1,2,1,,2,2,2,,1,,800000
"e6e832392045456f831adebac8130bdb",2,1,2,3,0.6,1,1,4,2,999,1,5,5,3,3,,,,2,,,2,2,,,,4,,,,2,,,,1,,1,,2,2,2,,1,,900000
"e6e832392045456f831adebac8130bdb",4,1,2,3,,1,4,4,2,999,1,1,1,,,,100,100,2,,,2,2,,,,4,,,,2,,,,1,2,1,,2,2,2,,1,,1500000
"e6f5f5169bc34309a364f6d1ec5885f1",1,1,1,1,,1,2,4,2,999,1,6,6,,,,,,2,,,2,2,,,,4,,,,2,,,,1,,1,,6,2,2,,1,,1000000
"e7032cc83bf04c508071542253a71c95",2,1,1,1,,1.5,2,4,2,999,1,2,2,,,,100,100,2,,,2,2,,,,4,,,,2,,,,1,2,1,2,2,1,1,2,4,2,5000000
"e71a3dc6e5cb473ab53e52b73b10ba4d",1,1,2,1,1.95,3,1,1,2,999,1,2,2,,,,100,100,2,,,2,2,,,,4,,,,1,1,,,1,,1,,2,2,2,,1,,10000000
"e71a3dc6e5cb473ab53e52b73b10ba4d",2,1,2,1,,1,4,1,1,999,1,2,2,,,,100,100,2,,,2,2,,,,4,,,,1,2,,,1,,1,,2,2,2,,1,,7000000
"e71a3dc6e5cb473ab53e52b73b10ba4d",3,1,2,1,1,1.5,1,1,1,999,1,1,2,,,,100,100,2,,,2,2,,,,4,,,,1,1,,,2,,1,,2,2,2,,1,,7000000
"e736bcb6cbfb4c64b6b9f29f9010ba6a",1,1,2,1,,2,2,4,9,999,1,1,1,,,,100,100,2,,,2,2,,,,4,,,,2,,,,1,2,1,2,2,2,1,1,1,,4000000
"e736bcb6cbfb4c64b6b9f29f9010ba6a",2,1,1,1,,1.25,2,4,2,999,1,6,1,,,,,100,2,,,2,2,,,,4,,,,2,,,,1,2,1,2,2,2,2,,1,,4000000
"e756f8884324418f875b4d6fa15fb6f5",1,1,2,1,,4,6,4,2,999,1,1,1,,,,50,50,2,,,2,2,,,,4,,,,2,,,,1,,1,,2,2,2,,1,,32000000
"e756f8884324418f875b4d6fa15fb6f5",2,1,2,1,,12,6,4,2,999,2,1,5,,3,,33.33,,2,,,2,2,,,,4,,,,2,,,,1,,1,,2,2,2,,1,,24000000
"e7736d681f304a2e8a352dd2bd571227",2,1,1,1,0.62,0.75,2,1,2,999,1,2,2,,,,100,100,2,,,2,2,,,,4,,,,1,1,,,1,,1,,6,2,2,,1,,4000000
"e7a027ff891343eb9f96d1b79fc1d497",1,1,1,1,2.56,2,1,1,1,999,1,2,2,,,,100,100,2,,,2,2,,,,4,,,,2,,,,1,5,1,4,1,2,2,,1,,8000000
"e7d658b85bbd4e5b885fbc0104240253",1,1,2,1,0.23,0.25,1,1,2,999,1,2,2,,,,100,100,2,,,2,2,,,,4,,,,2,,,,1,,1,,2,2,2,,1,,2000000
"e7d658b85bbd4e5b885fbc0104240253",2,1,2,1,,0.5,6,1,2,999,1,1,1,,,,100,100,2,,,2,2,,,,4,,,,2,,,,1,,1,,2,2,2,,1,,5000000
"e7d77ca7f81a484b91e61dc6a76f941b",1,1,1,1,0.5,0.5,2,4,2,999,1,96,1,,,,,100,2,,,2,2,,,,4,,,,2,,,,1,,1,2,1,2,2,,1,,500000
"e7d77ca7f81a484b91e61dc6a76f941b",2,1,1,1,,2,6,4,4,999,2,96,96,,,,,,2,,,2,2,,,,4,,,,2,,,,1,2,1,2,1,2,2,,1,,1000000
