"interview__key","parcelID","pltid","fam_labour__id","s3aq33","s3aq33_1","hhid"
"64-72-16-70",1,1,7,2,,"dcb504c259974805bec32ad825cbc826"
"64-72-16-70",1,3,1,1,8,"dcb504c259974805bec32ad825cbc826"
"64-72-16-70",1,2,4,1,16,"dcb504c259974805bec32ad825cbc826"
"64-72-16-70",1,3,6,2,,"dcb504c259974805bec32ad825cbc826"
"64-72-16-70",1,3,3,2,,"dcb504c259974805bec32ad825cbc826"
"64-72-16-70",1,3,5,2,,"dcb504c259974805bec32ad825cbc826"
"64-72-16-70",1,3,8,1,14,"dcb504c259974805bec32ad825cbc826"
"64-72-16-70",1,1,1,1,4,"dcb504c259974805bec32ad825cbc826"
"64-72-16-70",1,2,3,2,,"dcb504c259974805bec32ad825cbc826"
"64-72-16-70",1,1,3,2,,"dcb504c259974805bec32ad825cbc826"
"64-72-16-70",1,1,8,1,12,"dcb504c259974805bec32ad825cbc826"
"49-52-41-32",1,1,1,,,"dce434f8e3f24027b9d4f90e3fd148ec"
"49-52-41-32",1,1,2,,,"dce434f8e3f24027b9d4f90e3fd148ec"
"49-52-41-32",1,1,3,,,"dce434f8e3f24027b9d4f90e3fd148ec"
"27-81-48-39",1,2,1,1,18,"dd10ba0dc99341458a25c7b81a5b01ef"
"27-81-48-39",1,1,2,1,5,"dd10ba0dc99341458a25c7b81a5b01ef"
"27-81-48-39",1,2,2,1,6,"dd10ba0dc99341458a25c7b81a5b01ef"
"27-81-48-39",1,3,3,1,6,"dd10ba0dc99341458a25c7b81a5b01ef"
"27-81-48-39",1,1,3,1,5,"dd10ba0dc99341458a25c7b81a5b01ef"
"27-81-48-39",1,3,2,1,4,"dd10ba0dc99341458a25c7b81a5b01ef"
"27-81-48-39",1,1,1,1,10,"dd10ba0dc99341458a25c7b81a5b01ef"
"27-81-48-39",1,3,1,1,14,"dd10ba0dc99341458a25c7b81a5b01ef"
"27-81-48-39",1,2,3,1,3,"dd10ba0dc99341458a25c7b81a5b01ef"
"64-23-36-82",1,1,3,2,,"dd206ad22331496e9914bfe69dc07517"
"64-23-36-82",2,1,2,1,23,"dd206ad22331496e9914bfe69dc07517"
"64-23-36-82",1,2,1,1,16,"dd206ad22331496e9914bfe69dc07517"
"64-23-36-82",1,2,2,1,25,"dd206ad22331496e9914bfe69dc07517"
"64-23-36-82",1,1,1,1,53,"dd206ad22331496e9914bfe69dc07517"
"64-23-36-82",1,1,2,1,47,"dd206ad22331496e9914bfe69dc07517"
"64-23-36-82",2,1,3,2,,"dd206ad22331496e9914bfe69dc07517"
"64-23-36-82",1,3,2,1,18,"dd206ad22331496e9914bfe69dc07517"
"64-23-36-82",1,3,1,1,6,"dd206ad22331496e9914bfe69dc07517"
"64-23-36-82",1,3,3,2,,"dd206ad22331496e9914bfe69dc07517"
"64-23-36-82",2,1,1,1,8,"dd206ad22331496e9914bfe69dc07517"
"64-23-36-82",1,2,3,2,,"dd206ad22331496e9914bfe69dc07517"
"23-27-74-37",1,2,4,1,10,"dd210f05b7b04d1cbc14aa235d69410f"
"23-27-74-37",1,5,4,1,10,"dd210f05b7b04d1cbc14aa235d69410f"
"23-27-74-37",1,2,1,1,10,"dd210f05b7b04d1cbc14aa235d69410f"
"23-27-74-37",1,5,1,1,10,"dd210f05b7b04d1cbc14aa235d69410f"
"23-27-74-37",1,4,4,1,10,"dd210f05b7b04d1cbc14aa235d69410f"
"23-27-74-37",1,1,4,1,15,"dd210f05b7b04d1cbc14aa235d69410f"
"23-27-74-37",1,4,1,1,5,"dd210f05b7b04d1cbc14aa235d69410f"
"23-27-74-37",1,1,1,1,15,"dd210f05b7b04d1cbc14aa235d69410f"
"02-16-91-31",1,1,4,2,,"dd3480cc81654f49a0ce00b49c030744"
"02-16-91-31",1,3,5,2,,"dd3480cc81654f49a0ce00b49c030744"
"02-16-91-31",2,1,2,1,26,"dd3480cc81654f49a0ce00b49c030744"
"02-16-91-31",2,1,6,2,,"dd3480cc81654f49a0ce00b49c030744"
"02-16-91-31",2,1,1,1,18,"dd3480cc81654f49a0ce00b49c030744"
"02-16-91-31",1,2,3,2,,"dd3480cc81654f49a0ce00b49c030744"
"02-16-91-31",2,1,4,2,,"dd3480cc81654f49a0ce00b49c030744"
"02-16-91-31",1,1,3,2,,"dd3480cc81654f49a0ce00b49c030744"
"02-16-91-31",1,2,2,2,,"dd3480cc81654f49a0ce00b49c030744"
"02-16-91-31",1,1,5,2,,"dd3480cc81654f49a0ce00b49c030744"
"02-16-91-31",1,2,5,2,,"dd3480cc81654f49a0ce00b49c030744"
"02-16-91-31",1,3,2,1,27,"dd3480cc81654f49a0ce00b49c030744"
"02-16-91-31",1,3,6,1,17,"dd3480cc81654f49a0ce00b49c030744"
"02-16-91-31",1,2,6,2,,"dd3480cc81654f49a0ce00b49c030744"
"02-16-91-31",1,3,1,1,10,"dd3480cc81654f49a0ce00b49c030744"
"02-16-91-31",1,2,1,1,32,"dd3480cc81654f49a0ce00b49c030744"
"02-16-91-31",1,1,2,1,15,"dd3480cc81654f49a0ce00b49c030744"
"02-16-91-31",2,1,5,2,,"dd3480cc81654f49a0ce00b49c030744"
"02-16-91-31",1,3,3,2,,"dd3480cc81654f49a0ce00b49c030744"
"02-16-91-31",1,2,4,2,,"dd3480cc81654f49a0ce00b49c030744"
"02-16-91-31",1,1,6,2,,"dd3480cc81654f49a0ce00b49c030744"
"02-16-91-31",1,1,1,1,17,"dd3480cc81654f49a0ce00b49c030744"
"02-16-91-31",2,1,3,2,,"dd3480cc81654f49a0ce00b49c030744"
"02-16-91-31",1,3,4,2,,"dd3480cc81654f49a0ce00b49c030744"
"10-13-80-09",3,1,1,2,,"dd40bff42e514379bacfc29d41cead69"
"10-13-80-09",2,1,5,1,6,"dd40bff42e514379bacfc29d41cead69"
"10-13-80-09",3,1,2,1,8,"dd40bff42e514379bacfc29d41cead69"
"10-13-80-09",2,1,4,1,6,"dd40bff42e514379bacfc29d41cead69"
"10-13-80-09",2,1,3,2,,"dd40bff42e514379bacfc29d41cead69"
"10-13-80-09",3,1,5,1,4,"dd40bff42e514379bacfc29d41cead69"
"10-13-80-09",2,1,1,2,,"dd40bff42e514379bacfc29d41cead69"
"10-13-80-09",3,1,4,1,4,"dd40bff42e514379bacfc29d41cead69"
"10-13-80-09",2,1,2,1,14,"dd40bff42e514379bacfc29d41cead69"
"10-13-80-09",3,1,6,2,,"dd40bff42e514379bacfc29d41cead69"
"10-13-80-09",2,1,6,2,,"dd40bff42e514379bacfc29d41cead69"
"10-13-80-09",3,1,3,2,,"dd40bff42e514379bacfc29d41cead69"
"54-62-65-00",1,2,3,2,,"dd53075b6ab148ebb04036c88635d714"
"54-62-65-00",1,1,2,1,10,"dd53075b6ab148ebb04036c88635d714"
"54-62-65-00",1,3,3,2,,"dd53075b6ab148ebb04036c88635d714"
"54-62-65-00",2,2,1,1,10,"dd53075b6ab148ebb04036c88635d714"
"54-62-65-00",1,1,3,1,7,"dd53075b6ab148ebb04036c88635d714"
"54-62-65-00",2,2,3,2,,"dd53075b6ab148ebb04036c88635d714"
"54-62-65-00",1,3,2,1,15,"dd53075b6ab148ebb04036c88635d714"
"54-62-65-00",1,3,4,2,,"dd53075b6ab148ebb04036c88635d714"
"54-62-65-00",1,1,4,1,7,"dd53075b6ab148ebb04036c88635d714"
"54-62-65-00",1,2,2,2,,"dd53075b6ab148ebb04036c88635d714"
"54-62-65-00",2,1,1,1,15,"dd53075b6ab148ebb04036c88635d714"
"54-62-65-00",2,1,3,2,,"dd53075b6ab148ebb04036c88635d714"
"54-62-65-00",1,1,1,1,15,"dd53075b6ab148ebb04036c88635d714"
"54-62-65-00",2,2,4,2,,"dd53075b6ab148ebb04036c88635d714"
"54-62-65-00",1,2,1,1,20,"dd53075b6ab148ebb04036c88635d714"
"54-62-65-00",2,1,2,1,10,"dd53075b6ab148ebb04036c88635d714"
"54-62-65-00",3,1,4,2,,"dd53075b6ab148ebb04036c88635d714"
"54-62-65-00",2,2,2,1,20,"dd53075b6ab148ebb04036c88635d714"
"54-62-65-00",2,1,4,2,,"dd53075b6ab148ebb04036c88635d714"
"54-62-65-00",3,1,3,2,,"dd53075b6ab148ebb04036c88635d714"
"54-62-65-00",3,1,1,1,15,"dd53075b6ab148ebb04036c88635d714"
"54-62-65-00",1,3,1,1,15,"dd53075b6ab148ebb04036c88635d714"
"54-62-65-00",3,1,2,1,15,"dd53075b6ab148ebb04036c88635d714"
"54-62-65-00",1,2,4,2,,"dd53075b6ab148ebb04036c88635d714"
"01-13-26-97",2,1,5,1,10,"dd8f707bc0404ad78d72886434c69cd1"
"01-13-26-97",2,1,2,2,,"dd8f707bc0404ad78d72886434c69cd1"
"01-13-26-97",1,1,1,1,5,"dd8f707bc0404ad78d72886434c69cd1"
"01-13-26-97",1,1,5,2,,"dd8f707bc0404ad78d72886434c69cd1"
"01-13-26-97",1,1,2,1,5,"dd8f707bc0404ad78d72886434c69cd1"
"01-13-26-97",1,1,6,2,,"dd8f707bc0404ad78d72886434c69cd1"
"01-13-26-97",2,1,6,2,,"dd8f707bc0404ad78d72886434c69cd1"
"01-13-26-97",2,1,1,2,,"dd8f707bc0404ad78d72886434c69cd1"
"97-55-94-39",1,1,2,1,14,"ddb6d6a53c1f415eb12537da1221e4cb"
"97-55-94-39",2,1,2,1,14,"ddb6d6a53c1f415eb12537da1221e4cb"
"97-55-94-39",2,1,1,1,20,"ddb6d6a53c1f415eb12537da1221e4cb"
"97-55-94-39",1,1,1,1,39,"ddb6d6a53c1f415eb12537da1221e4cb"
"24-60-44-28",1,1,6,1,5,"ddce84cb5ed84dcc88102b30fea18f47"
"24-60-44-28",1,1,4,1,10,"ddce84cb5ed84dcc88102b30fea18f47"
"24-60-44-28",1,1,7,1,5,"ddce84cb5ed84dcc88102b30fea18f47"
"24-60-44-28",1,1,2,2,,"ddce84cb5ed84dcc88102b30fea18f47"
"24-60-44-28",1,1,1,1,15,"ddce84cb5ed84dcc88102b30fea18f47"
"68-59-10-00",1,2,2,1,25,"ddf4f5dafea54f6f8ea064ff80382255"
"68-59-10-00",1,2,5,2,,"ddf4f5dafea54f6f8ea064ff80382255"
"68-59-10-00",1,1,2,1,24,"ddf4f5dafea54f6f8ea064ff80382255"
"68-59-10-00",1,1,8,2,,"ddf4f5dafea54f6f8ea064ff80382255"
"68-59-10-00",1,1,7,2,,"ddf4f5dafea54f6f8ea064ff80382255"
"68-59-10-00",1,1,4,1,2,"ddf4f5dafea54f6f8ea064ff80382255"
"68-59-10-00",1,2,7,2,,"ddf4f5dafea54f6f8ea064ff80382255"
"68-59-10-00",1,1,5,1,2,"ddf4f5dafea54f6f8ea064ff80382255"
"68-59-10-00",1,1,3,1,12,"ddf4f5dafea54f6f8ea064ff80382255"
"68-59-10-00",1,2,1,1,18,"ddf4f5dafea54f6f8ea064ff80382255"
"68-59-10-00",1,2,8,2,,"ddf4f5dafea54f6f8ea064ff80382255"
"68-59-10-00",1,2,6,2,,"ddf4f5dafea54f6f8ea064ff80382255"
"68-59-10-00",1,2,4,2,,"ddf4f5dafea54f6f8ea064ff80382255"
"68-59-10-00",1,1,1,1,12,"ddf4f5dafea54f6f8ea064ff80382255"
"68-59-10-00",1,2,3,1,10,"ddf4f5dafea54f6f8ea064ff80382255"
"68-59-10-00",1,1,6,2,,"ddf4f5dafea54f6f8ea064ff80382255"
"19-49-27-43",2,1,2,1,3,"de0edef11c3d43d38f3dd4feba6a9fb1"
"19-49-27-43",1,1,1,1,14,"de0edef11c3d43d38f3dd4feba6a9fb1"
"19-49-27-43",2,1,3,1,5,"de0edef11c3d43d38f3dd4feba6a9fb1"
"19-49-27-43",1,1,2,1,25,"de0edef11c3d43d38f3dd4feba6a9fb1"
"19-49-27-43",1,1,3,1,2,"de0edef11c3d43d38f3dd4feba6a9fb1"
"19-49-27-43",2,1,1,1,3,"de0edef11c3d43d38f3dd4feba6a9fb1"
"52-96-02-10",4,1,2,1,3,"de338ded45464f8a966b16b718ccc1a6"
"52-96-02-10",4,1,3,2,,"de338ded45464f8a966b16b718ccc1a6"
"52-96-02-10",4,1,4,1,18,"de338ded45464f8a966b16b718ccc1a6"
"52-96-02-10",4,1,1,1,16,"de338ded45464f8a966b16b718ccc1a6"
"22-51-88-00",1,1,2,1,12,"de413dde36c14865962c2c14ececa013"
"22-51-88-00",1,1,3,2,,"de413dde36c14865962c2c14ececa013"
"22-51-88-00",1,2,3,1,7,"de413dde36c14865962c2c14ececa013"
"22-51-88-00",1,2,1,1,7,"de413dde36c14865962c2c14ececa013"
"22-51-88-00",1,2,2,1,16,"de413dde36c14865962c2c14ececa013"
"22-51-88-00",1,1,1,1,4,"de413dde36c14865962c2c14ececa013"
"05-10-53-51",1,1,1,1,8,"de5ae2c27aba4940a130e76e7cf0b8e0"
"05-10-53-51",3,1,2,1,5,"de5ae2c27aba4940a130e76e7cf0b8e0"
"05-10-53-51",3,1,3,2,,"de5ae2c27aba4940a130e76e7cf0b8e0"
"05-10-53-51",1,1,3,2,,"de5ae2c27aba4940a130e76e7cf0b8e0"
"05-10-53-51",1,1,2,1,2,"de5ae2c27aba4940a130e76e7cf0b8e0"
"05-10-53-51",3,1,1,1,14,"de5ae2c27aba4940a130e76e7cf0b8e0"
"19-20-32-17",1,1,2,1,38,"de5b32d88a9e4e8fb642399220899552"
"19-20-32-17",1,1,7,2,,"de5b32d88a9e4e8fb642399220899552"
"19-20-32-17",2,1,7,2,,"de5b32d88a9e4e8fb642399220899552"
"19-20-32-17",2,1,2,1,45,"de5b32d88a9e4e8fb642399220899552"
"19-20-32-17",1,1,5,1,12,"de5b32d88a9e4e8fb642399220899552"
"19-20-32-17",3,1,4,1,30,"de5b32d88a9e4e8fb642399220899552"
"19-20-32-17",2,1,3,1,25,"de5b32d88a9e4e8fb642399220899552"
"19-20-32-17",3,1,8,2,,"de5b32d88a9e4e8fb642399220899552"
"19-20-32-17",1,1,1,2,,"de5b32d88a9e4e8fb642399220899552"
"19-20-32-17",1,1,3,1,15,"de5b32d88a9e4e8fb642399220899552"
"19-20-32-17",2,1,1,2,,"de5b32d88a9e4e8fb642399220899552"
"19-20-32-17",3,1,6,1,15,"de5b32d88a9e4e8fb642399220899552"
"19-20-32-17",3,1,7,2,,"de5b32d88a9e4e8fb642399220899552"
"19-20-32-17",1,1,6,1,10,"de5b32d88a9e4e8fb642399220899552"
"19-20-32-17",3,1,3,1,20,"de5b32d88a9e4e8fb642399220899552"
"19-20-32-17",2,1,8,2,,"de5b32d88a9e4e8fb642399220899552"
"19-20-32-17",2,1,4,1,30,"de5b32d88a9e4e8fb642399220899552"
"19-20-32-17",3,1,1,2,,"de5b32d88a9e4e8fb642399220899552"
"19-20-32-17",1,1,4,1,24,"de5b32d88a9e4e8fb642399220899552"
"19-20-32-17",1,1,8,2,,"de5b32d88a9e4e8fb642399220899552"
"19-20-32-17",2,1,6,1,20,"de5b32d88a9e4e8fb642399220899552"
"19-20-32-17",3,1,2,1,28,"de5b32d88a9e4e8fb642399220899552"
"19-20-32-17",3,1,5,1,15,"de5b32d88a9e4e8fb642399220899552"
"19-20-32-17",2,1,5,1,20,"de5b32d88a9e4e8fb642399220899552"
"79-46-89-23",1,1,5,1,10,"de78b2db48d74e4e887180ea216b5484"
"79-46-89-23",1,1,7,2,,"de78b2db48d74e4e887180ea216b5484"
"79-46-89-23",1,1,1,1,20,"de78b2db48d74e4e887180ea216b5484"
"79-46-89-23",1,1,3,2,,"de78b2db48d74e4e887180ea216b5484"
"79-46-89-23",1,2,6,2,,"de78b2db48d74e4e887180ea216b5484"
"79-46-89-23",1,2,2,1,15,"de78b2db48d74e4e887180ea216b5484"
"79-46-89-23",1,1,2,1,15,"de78b2db48d74e4e887180ea216b5484"
"79-46-89-23",1,2,5,1,10,"de78b2db48d74e4e887180ea216b5484"
"79-46-89-23",1,1,6,2,,"de78b2db48d74e4e887180ea216b5484"
"79-46-89-23",1,2,7,2,,"de78b2db48d74e4e887180ea216b5484"
"79-46-89-23",1,1,4,1,10,"de78b2db48d74e4e887180ea216b5484"
"79-46-89-23",1,2,4,1,10,"de78b2db48d74e4e887180ea216b5484"
"79-46-89-23",1,2,1,1,15,"de78b2db48d74e4e887180ea216b5484"
"79-46-89-23",1,2,3,1,10,"de78b2db48d74e4e887180ea216b5484"
"42-87-24-44",1,1,2,1,14,"deae40113d8940099015ccb745a981dc"
"42-87-24-44",3,1,2,1,30,"deae40113d8940099015ccb745a981dc"
"42-87-24-44",1,1,1,1,14,"deae40113d8940099015ccb745a981dc"
"42-87-24-44",3,1,1,1,30,"deae40113d8940099015ccb745a981dc"
"42-87-24-44",2,1,2,1,30,"deae40113d8940099015ccb745a981dc"
"42-87-24-44",2,1,1,1,30,"deae40113d8940099015ccb745a981dc"
"69-88-11-03",2,1,5,1,5,"deb474ee4cdd400f9d45fc267f196969"
"69-88-11-03",1,2,11,2,,"deb474ee4cdd400f9d45fc267f196969"
"69-88-11-03",1,2,4,2,,"deb474ee4cdd400f9d45fc267f196969"
"69-88-11-03",1,2,10,2,,"deb474ee4cdd400f9d45fc267f196969"
"69-88-11-03",2,1,7,1,4,"deb474ee4cdd400f9d45fc267f196969"
"69-88-11-03",2,1,10,2,,"deb474ee4cdd400f9d45fc267f196969"
"69-88-11-03",1,1,7,1,5,"deb474ee4cdd400f9d45fc267f196969"
"69-88-11-03",2,1,8,1,3,"deb474ee4cdd400f9d45fc267f196969"
"69-88-11-03",1,1,2,1,5,"deb474ee4cdd400f9d45fc267f196969"
"69-88-11-03",1,1,10,2,,"deb474ee4cdd400f9d45fc267f196969"
"69-88-11-03",1,1,6,1,5,"deb474ee4cdd400f9d45fc267f196969"
"69-88-11-03",2,1,1,1,12,"deb474ee4cdd400f9d45fc267f196969"
"69-88-11-03",1,2,7,2,,"deb474ee4cdd400f9d45fc267f196969"
"69-88-11-03",1,1,5,1,5,"deb474ee4cdd400f9d45fc267f196969"
"69-88-11-03",2,1,9,1,3,"deb474ee4cdd400f9d45fc267f196969"
"69-88-11-03",1,1,4,1,5,"deb474ee4cdd400f9d45fc267f196969"
"69-88-11-03",1,1,9,1,3,"deb474ee4cdd400f9d45fc267f196969"
"69-88-11-03",1,1,8,1,3,"deb474ee4cdd400f9d45fc267f196969"
"69-88-11-03",1,1,11,2,,"deb474ee4cdd400f9d45fc267f196969"
"69-88-11-03",2,1,4,1,8,"deb474ee4cdd400f9d45fc267f196969"
"69-88-11-03",1,2,1,1,6,"deb474ee4cdd400f9d45fc267f196969"
"69-88-11-03",2,1,11,2,,"deb474ee4cdd400f9d45fc267f196969"
"69-88-11-03",1,2,6,1,8,"deb474ee4cdd400f9d45fc267f196969"
"69-88-11-03",2,1,6,1,5,"deb474ee4cdd400f9d45fc267f196969"
"69-88-11-03",1,2,9,1,12,"deb474ee4cdd400f9d45fc267f196969"
"69-88-11-03",1,2,8,1,12,"deb474ee4cdd400f9d45fc267f196969"
"69-88-11-03",2,1,2,1,18,"deb474ee4cdd400f9d45fc267f196969"
"69-88-11-03",1,1,1,1,3,"deb474ee4cdd400f9d45fc267f196969"
"69-88-11-03",1,2,2,1,15,"deb474ee4cdd400f9d45fc267f196969"
"69-88-11-03",1,2,5,2,,"deb474ee4cdd400f9d45fc267f196969"
"19-79-04-94",1,1,3,2,,"deba7803811c4dde9db8f82213059a54"
"19-79-04-94",1,1,5,1,7,"deba7803811c4dde9db8f82213059a54"
"19-79-04-94",1,1,4,2,,"deba7803811c4dde9db8f82213059a54"
"19-79-04-94",1,1,2,1,7,"deba7803811c4dde9db8f82213059a54"
"19-79-04-94",1,1,1,1,1,"deba7803811c4dde9db8f82213059a54"
"32-64-20-42",1,3,1,1,30,"ded764e83b8a47319d2fa31b93066cba"
"32-64-20-42",1,2,1,1,7,"ded764e83b8a47319d2fa31b93066cba"
"32-64-20-42",1,1,1,1,60,"ded764e83b8a47319d2fa31b93066cba"
"80-34-11-54",1,1,2,1,15,"dedaf0b9ee24480f84bdcec246a10a23"
"80-34-11-54",2,1,4,2,,"dedaf0b9ee24480f84bdcec246a10a23"
"80-34-11-54",2,2,3,2,,"dedaf0b9ee24480f84bdcec246a10a23"
"80-34-11-54",2,3,4,2,,"dedaf0b9ee24480f84bdcec246a10a23"
"80-34-11-54",2,3,5,2,,"dedaf0b9ee24480f84bdcec246a10a23"
"80-34-11-54",1,1,5,2,,"dedaf0b9ee24480f84bdcec246a10a23"
"80-34-11-54",2,2,5,2,,"dedaf0b9ee24480f84bdcec246a10a23"
"80-34-11-54",1,1,3,2,,"dedaf0b9ee24480f84bdcec246a10a23"
"80-34-11-54",2,2,2,1,5,"dedaf0b9ee24480f84bdcec246a10a23"
"80-34-11-54",2,1,1,1,5,"dedaf0b9ee24480f84bdcec246a10a23"
"80-34-11-54",2,3,1,2,,"dedaf0b9ee24480f84bdcec246a10a23"
"80-34-11-54",2,2,4,2,,"dedaf0b9ee24480f84bdcec246a10a23"
"80-34-11-54",2,1,2,1,8,"dedaf0b9ee24480f84bdcec246a10a23"
"80-34-11-54",2,3,2,1,8,"dedaf0b9ee24480f84bdcec246a10a23"
"80-34-11-54",2,1,7,2,,"dedaf0b9ee24480f84bdcec246a10a23"
"80-34-11-54",2,2,1,1,2,"dedaf0b9ee24480f84bdcec246a10a23"
"80-34-11-54",2,2,7,2,,"dedaf0b9ee24480f84bdcec246a10a23"
"80-34-11-54",2,3,7,2,,"dedaf0b9ee24480f84bdcec246a10a23"
"80-34-11-54",1,1,4,2,,"dedaf0b9ee24480f84bdcec246a10a23"
"80-34-11-54",2,1,5,2,,"dedaf0b9ee24480f84bdcec246a10a23"
"80-34-11-54",1,1,7,2,,"dedaf0b9ee24480f84bdcec246a10a23"
"80-34-11-54",2,3,3,2,,"dedaf0b9ee24480f84bdcec246a10a23"
"80-34-11-54",2,1,3,2,,"dedaf0b9ee24480f84bdcec246a10a23"
"80-34-11-54",1,1,1,1,12,"dedaf0b9ee24480f84bdcec246a10a23"
"33-24-39-12",2,2,4,1,14,"df0183ce430a4e60ab1c7bb31a445492"
"33-24-39-12",4,1,2,1,25,"df0183ce430a4e60ab1c7bb31a445492"
"33-24-39-12",4,2,4,1,5,"df0183ce430a4e60ab1c7bb31a445492"
"33-24-39-12",4,2,5,1,5,"df0183ce430a4e60ab1c7bb31a445492"
"33-24-39-12",3,1,2,1,36,"df0183ce430a4e60ab1c7bb31a445492"
"33-24-39-12",1,1,3,1,14,"df0183ce430a4e60ab1c7bb31a445492"
"33-24-39-12",4,1,5,2,,"df0183ce430a4e60ab1c7bb31a445492"
"33-24-39-12",2,2,5,2,,"df0183ce430a4e60ab1c7bb31a445492"
"33-24-39-12",2,1,2,1,12,"df0183ce430a4e60ab1c7bb31a445492"
"33-24-39-12",1,1,2,1,45,"df0183ce430a4e60ab1c7bb31a445492"
"33-24-39-12",2,1,1,1,5,"df0183ce430a4e60ab1c7bb31a445492"
"33-24-39-12",3,1,4,2,,"df0183ce430a4e60ab1c7bb31a445492"
"33-24-39-12",2,2,3,1,14,"df0183ce430a4e60ab1c7bb31a445492"
"33-24-39-12",4,2,2,1,30,"df0183ce430a4e60ab1c7bb31a445492"
"33-24-39-12",4,2,3,1,5,"df0183ce430a4e60ab1c7bb31a445492"
"33-24-39-12",3,1,3,2,,"df0183ce430a4e60ab1c7bb31a445492"
"33-24-39-12",4,1,3,1,17,"df0183ce430a4e60ab1c7bb31a445492"
"33-24-39-12",3,1,5,2,,"df0183ce430a4e60ab1c7bb31a445492"
"33-24-39-12",2,2,1,1,15,"df0183ce430a4e60ab1c7bb31a445492"
"33-24-39-12",1,1,5,1,14,"df0183ce430a4e60ab1c7bb31a445492"
"33-24-39-12",2,1,3,2,,"df0183ce430a4e60ab1c7bb31a445492"
"33-24-39-12",4,1,1,1,15,"df0183ce430a4e60ab1c7bb31a445492"
"33-24-39-12",2,1,5,2,,"df0183ce430a4e60ab1c7bb31a445492"
"33-24-39-12",4,1,4,1,7,"df0183ce430a4e60ab1c7bb31a445492"
"33-24-39-12",1,1,4,1,14,"df0183ce430a4e60ab1c7bb31a445492"
"33-24-39-12",4,2,1,1,5,"df0183ce430a4e60ab1c7bb31a445492"
"33-24-39-12",3,1,1,2,,"df0183ce430a4e60ab1c7bb31a445492"
"33-24-39-12",1,1,1,1,20,"df0183ce430a4e60ab1c7bb31a445492"
"33-24-39-12",2,1,4,2,,"df0183ce430a4e60ab1c7bb31a445492"
"33-24-39-12",2,2,2,1,18,"df0183ce430a4e60ab1c7bb31a445492"
"13-56-38-06",1,1,1,1,7,"df0b22f356fa42a0a3acfb7ff92c46f5"
"13-56-38-06",2,1,7,2,,"df0b22f356fa42a0a3acfb7ff92c46f5"
"13-56-38-06",1,1,2,1,7,"df0b22f356fa42a0a3acfb7ff92c46f5"
"13-56-38-06",1,1,6,1,3,"df0b22f356fa42a0a3acfb7ff92c46f5"
"13-56-38-06",2,1,4,2,,"df0b22f356fa42a0a3acfb7ff92c46f5"
"13-56-38-06",2,1,1,1,5,"df0b22f356fa42a0a3acfb7ff92c46f5"
"13-56-38-06",2,1,6,2,,"df0b22f356fa42a0a3acfb7ff92c46f5"
"13-56-38-06",2,1,2,1,7,"df0b22f356fa42a0a3acfb7ff92c46f5"
"13-56-38-06",2,1,3,2,,"df0b22f356fa42a0a3acfb7ff92c46f5"
"13-56-38-06",2,2,6,1,3,"df0b22f356fa42a0a3acfb7ff92c46f5"
"13-56-38-06",2,2,4,2,,"df0b22f356fa42a0a3acfb7ff92c46f5"
"13-56-38-06",2,2,3,2,,"df0b22f356fa42a0a3acfb7ff92c46f5"
"13-56-38-06",1,1,4,2,,"df0b22f356fa42a0a3acfb7ff92c46f5"
"13-56-38-06",2,2,1,1,3,"df0b22f356fa42a0a3acfb7ff92c46f5"
"13-56-38-06",1,1,3,2,,"df0b22f356fa42a0a3acfb7ff92c46f5"
"13-56-38-06",1,1,7,1,4,"df0b22f356fa42a0a3acfb7ff92c46f5"
"13-56-38-06",2,2,2,1,6,"df0b22f356fa42a0a3acfb7ff92c46f5"
"13-56-38-06",2,2,7,1,3,"df0b22f356fa42a0a3acfb7ff92c46f5"
"80-68-85-66",1,1,3,1,8,"df0f502196f94b519d8093519a257361"
"80-68-85-66",1,2,1,1,6,"df0f502196f94b519d8093519a257361"
"80-68-85-66",2,1,3,1,14,"df0f502196f94b519d8093519a257361"
"80-68-85-66",3,1,1,1,40,"df0f502196f94b519d8093519a257361"
"80-68-85-66",2,1,2,1,14,"df0f502196f94b519d8093519a257361"
"80-68-85-66",2,1,1,1,28,"df0f502196f94b519d8093519a257361"
"80-68-85-66",1,3,1,1,20,"df0f502196f94b519d8093519a257361"
"80-68-85-66",1,2,2,1,4,"df0f502196f94b519d8093519a257361"
"80-68-85-66",1,2,3,1,4,"df0f502196f94b519d8093519a257361"
"80-68-85-66",3,1,3,1,20,"df0f502196f94b519d8093519a257361"
"80-68-85-66",1,1,1,1,8,"df0f502196f94b519d8093519a257361"
"80-68-85-66",1,1,2,1,8,"df0f502196f94b519d8093519a257361"
"80-68-85-66",1,3,2,1,6,"df0f502196f94b519d8093519a257361"
"80-68-85-66",3,1,2,1,20,"df0f502196f94b519d8093519a257361"
"80-68-85-66",1,3,3,1,6,"df0f502196f94b519d8093519a257361"
"87-87-90-18",1,2,5,1,14,"df0ff958ed734a3baeb9c6a6f9750514"
"87-87-90-18",3,1,2,1,15,"df0ff958ed734a3baeb9c6a6f9750514"
"87-87-90-18",3,1,1,1,13,"df0ff958ed734a3baeb9c6a6f9750514"
"87-87-90-18",3,1,4,2,,"df0ff958ed734a3baeb9c6a6f9750514"
"87-87-90-18",1,2,4,2,,"df0ff958ed734a3baeb9c6a6f9750514"
