"hhid","parcelID","t0_hhid","s2aq05_1","s2aq03_3","a2bq1owned","s2aq03_1","s2aq04","s2aq05","s2aq06","s2aq07","s2aq08","a2bq09","a2bq10","a2bq11","a2bq12a","a2bq12b","a2bq12a_1","a2bq12b_1","a2aq18","s2aq20","s2aq21","s2aq22a","s2aq22b"
"77d41607dfec47c2a240cce5b6fc0e46",4,"H1745",1,1,2,3,,1,1,4,8,0,3,2,1,5,,2,2,2,,,
"792889ef89cb4801bd77aab0bb97aa6c",1,"H1685",1,1,2,3,,1,2,4,8,200000,1,1,5,5,3,3,2,2,,,
"792889ef89cb4801bd77aab0bb97aa6c",3,"H1685",1,1,2,3,,0.75,4,4,8,40000,2,1,1,1,,,2,2,,,
"792889ef89cb4801bd77aab0bb97aa6c",4,"H1685",1,1,2,1,,0.5,3,4,8,45000,2,1,1,1,,,2,2,,,
"79369779170e41cd81bb3ab586da4f21",1,"H0335",2,1,2,3,,0.5,3,3,9,,2,2,1,1,,,3,2,,,
"7949348924fa41a490a0c909ce5f3bef",1,"H0775",4,1,2,1,,0.5,2,1,9,,15,2,1,1,,,2,2,,,
"794c4677f01c4048a054c4ecd71e5380",6,"H2365",1,3,2,,,2,2,4,8,180000,0,1,96,1,,,2,2,,,
"795a801af8a5402c94d8af2db666021b",1,"H0424",1,1,2,1,,0.5,2,2,8,140000,5,1,5,1,3,,2,2,,,
"7985850af6c64e2e875950e01d41c347",1,"H1113",2,1,2,1,4,4,1,4,9,,5,2,1,1,,,2,2,,,
"79b16c4661b443d384a3e15ae188477e",1,"H0660",1,1,2,3,1.24,1,1,3,9,,20,2,2,2,,,2,1,2,1,6
"79d88e06d91e4cdfbfbb90f91193099a",1,"H1572",2,1,2,1,,1,1,6,9,,3,2,1,1,,,2,2,,,
"79d88e06d91e4cdfbfbb90f91193099a",2,"H1572",2,1,2,1,,2,4,4,8,100000,0,1,1,1,,,2,2,,,
"79ea471afbca44e9a3c345c3370eac87",1,"H2668",2,1,2,1,,0.5,3,1,8,200000,2,1,1,1,,,2,2,,,
"7a4d36cdd394460db82b67433c6c3157",1,"H0336",1,1,2,3,,0.5,2,1,9,,3,2,1,96,,,2,2,,,
"7a6f3cbe080140ff80d11a238bf5a8ab",2,"H0973",2,1,2,1,,0.5,3,1,8,100000,4,1,1,96,,,2,2,,,
"7a7138c0dfd242fda57e76e58489ad98",1,"H2872",2,1,2,3,,0.42,3,1,8,70000,5,1,1,5,,1,2,2,,,
"7a7138c0dfd242fda57e76e58489ad98",2,"H2872",2,1,2,3,,0.23,3,1,8,40000,3,1,1,1,,,2,2,,,
"7a7d6203c7b7493baf940a0071052f22",1,"H0797",2,1,2,3,,1,3,1,8,100000,6,1,1,1,,,2,2,,,
"7a8c6c546f6b4ac4addf2d96201b4466",1,"H1631",1,1,2,3,,0.5,1,4,9,,5,1,1,1,,,2,2,,,
"7a8c6c546f6b4ac4addf2d96201b4466",3,"H1631",1,1,2,3,,0.25,2,4,9,,100,2,1,1,,,2,2,,,
"7a9a7566d8c4454aa467fe924c659598",3,"H2884",1,1,2,1,,0.25,3,1,8,20000,1,1,3,1,,,2,2,,,
"7ad6d7c40e5e4b998a69c9d78be22987",3,"H1374",1,1,2,3,,1,2,4,8,0,7,2,1,1,,,2,2,,,
"7ad6d7c40e5e4b998a69c9d78be22987",5,"H1374",1,1,2,1,,2,4,1,8,250000,1,2,1,96,,,2,2,,,
"7adbc7d3ac504c4f9a4a75d58dea614b",1,"H0319",,1,2,1,,0.3,1,1,8,0,3,2,1,1,,,2,2,,,
"7adbc7d3ac504c4f9a4a75d58dea614b",2,"H0319",2,3,2,,,0.06,6,1,96,,0,2,5,1,3,,2,2,,,
"7b2d0bd131984190b2ddc24b24b68a21",2,"H2607",1,1,2,1,,0.5,3,1,8,50000,1,1,1,1,,,2,2,,,
"7b2f956ece294d2f89277896b50228f1",3,"H3033",1,1,2,1,,1,3,1,8,60000,5,1,1,1,,,2,2,,,
"7c3571bb48c1453ba75e1aaadf1e1a3c",1,"H0749",2,1,2,1,,1,2,3,8,0,10,1,2,3,,,2,2,,,
"7c3571bb48c1453ba75e1aaadf1e1a3c",2,"H0749",2,1,2,1,,0.25,2,3,8,0,0,1,3,1,,,2,2,,,
"7d2eeffe41d5436e965adcc184b35a80",2,"H0263",1,1,2,3,0.13,0.5,1,3,9,,4,2,1,1,,,2,2,,,
"7d41679b9a7e47f2a724889bef4d175f",1,"H1230",1,1,2,1,,0.5,1,4,8,0,3,1,1,1,,,3,2,,,
"7de8e459d1b54fd5b32c23c2b181b043",2,"H3056",2,1,2,1,,1,4,1,8,40000,3,1,1,5,,3,2,2,,,
"7deebc51089746ed99e16cf3ddc433ad",2,"H2716",1,1,2,1,,0.25,3,1,8,80000,2,1,1,5,,3,2,2,,,
"7dfced6cbc8848e19244887384b283d1",1,"H2199",1,1,2,1,,1,4,4,9,,6,2,1,1,,,2,1,2,6,
"7dfced6cbc8848e19244887384b283d1",2,"H2199",1,1,2,1,,0.18,4,4,8,0,4,2,1,1,,,2,2,,,
"7e09e5a5255c46d593baca275815362e",2,"H0431",2,1,2,1,0.58,0.5,1,4,8,0,10,2,2,2,,,2,2,,,
"7e09e5a5255c46d593baca275815362e",3,"H0431",2,1,2,1,0.28,0.25,1,4,8,0,0,2,96,1,,,2,2,,,
"7e9c6f268eb644c086c31500db4d969a",1,"H0419",1,1,2,1,,0.5,2,1,8,0,3,2,1,1,,,2,2,,,
"7ed3d60f89f14690ab5b011e1fe42c6a",1,"H0614",1,1,2,1,,1,2,3,9,,6,1,2,2,,,2,2,,,
"7fb6d302e9724029be9d38af7fa4580b",2,"H2720",12,1,2,1,,1,3,1,8,140000,1,1,1,96,,,2,2,,,
"7fb6d302e9724029be9d38af7fa4580b",3,"H2720",1,1,2,1,,1,1,1,8,180000,0,1,1,1,,,2,2,,,
"7fb6d302e9724029be9d38af7fa4580b",4,"H2720",12,1,2,1,,2,3,1,8,120000,0,1,96,1,,,2,2,,,
"7fe32876101b490ca3e8109d2ee81beb",3,"H2390",2,3,2,,,0.5,4,2,8,40000,0,2,96,1,,,2,2,,,
"7ffd0f7a4352484f8a54a1c83dab22e1",2,"H1303",1,1,2,1,,1,3,4,8,120000,3,1,1,1,,,2,2,,,
"7ffd0f7a4352484f8a54a1c83dab22e1",3,"H1303",1,1,2,1,,0.5,3,4,8,70000,1,2,1,1,,,3,2,,,
"803d97f117e04a4b8c9c38f2e87bf41f",1,"H2603",1,1,2,1,,4,4,1,8,0,7,1,1,1,,,2,2,,,
"803d97f117e04a4b8c9c38f2e87bf41f",3,"H2603",1,1,2,1,,7,4,1,8,0,5,1,1,1,,,2,2,,,
"806e1e5f6524406690e67a1465f51506",3,"H1577",1,3,2,,,1,1,4,8,100000,0,1,96,1,,,2,2,,,
"809eed217de24680971a954003c0a4ca",1,"H1849",2,1,2,1,,1,1,1,9,,8,2,1,1,,,2,2,,,
"809eed217de24680971a954003c0a4ca",2,"H1849",2,1,2,1,,0.4,1,4,9,,7,2,5,5,3,3,2,2,,,
"809eed217de24680971a954003c0a4ca",3,"H1849",1,1,2,1,,0.4,2,4,8,0,0,2,5,1,3,,2,2,,,
"80a955957c85476c91c1ef1e19b86abe",2,"H2554",1,1,2,1,,0.45,2,1,8,70000,2,1,1,5,,3,2,2,,,
"80ad9da8adb04130b3c68966c4d4470d",5,"H2099",1,1,2,3,,1.5,2,1,9,,9,1,1,1,,,2,2,,,
"80ea906e31b54324add561338e3a116d",1,"H1779",1,1,2,3,,1,1,4,8,0,1,2,1,5,,2,2,2,,,
"812dc79547e84a2296f842fa290805ce",2,"H1286",1,1,2,1,,0.5,4,4,8,50000,10,2,1,1,,,2,2,,,
"812dc79547e84a2296f842fa290805ce",4,"H1286",1,3,2,,,0.5,2,4,8,40000,0,1,96,1,,,2,2,,,
"815c7c9d48d5434b8fcd446ddb38fb9a",4,"H0912",4,3,2,,,0.25,3,4,8,30000,1,1,1,1,,,2,2,,,
"81649ea81cf844cea471b1dde4899706",1,"H2175",3,1,2,3,,1,6,4,9,,3,1,1,1,,,2,2,,,
"81649ea81cf844cea471b1dde4899706",2,"H2175",3,1,2,3,,2,1,4,9,,3,2,1,1,,,2,2,,,
"820e7fa8a4584720b8c5654cf0472d66",1,"H0768",1,1,2,1,,0.25,3,3,8,0,4,1,1,1,,,2,2,,,
"8250c824289c43ddbd8b046ef39ea2a9",1,"H0913",8,1,2,1,,0.5,2,2,9,,18,2,1,1,,,2,1,1,9,
"83654067698848d3812bc79c4e1baace",2,"H1102",1,1,2,1,,1,2,4,8,150000,4,1,1,1,,,2,2,,,
"83654067698848d3812bc79c4e1baace",3,"H1102",1,1,2,1,,1,4,4,8,150000,4,1,1,1,,,2,2,,,
"83b290b6305c412a95060e213473dbcd",1,"H2291",1,1,2,3,,1.75,1,4,9,,6,1,1,1,,,2,2,,,
"83b290b6305c412a95060e213473dbcd",3,"H2291",1,1,2,3,,1,1,4,9,,5,1,1,1,,,2,2,,,
"83c98b3903bc467982e20e79f4d1481c",2,"H1369",2,1,2,1,,1,1,4,8,150000,0,2,96,1,,,2,2,,,
"840c4404f7a048b0a272668392b8150e",1,"H3176",1,1,2,1,,1.5,4,1,8,600000,2,1,1,1,,,2,2,,,
"84d4073a191540b8a7f3a9a445d6a6ba",3,"H2220",1,1,2,1,0.47,0.5,2,4,8,0,2,2,1,5,,3,2,2,,,
"84d4073a191540b8a7f3a9a445d6a6ba",7,"H2220",1,3,2,,0.42,0.5,1,4,8,30000,0,1,96,1,,,2,2,,,
"859603e204a244a0bd209197f9e505e2",2,"H3068",2,1,2,1,,1,3,1,8,100000,10,1,1,1,,,2,2,,,
"859e020c45b342a5981fa28fbe854679",2,"H1132",1,1,2,1,,1.5,3,4,8,0,8,1,1,1,,,2,2,,,
"86101dafa2ec408d8b695ac8989f8b80",2,"H2522",1,1,2,2,,0.5,3,1,96,,4,1,1,1,,,2,2,,,
"86101dafa2ec408d8b695ac8989f8b80",3,"H2522",1,1,2,2,,0.15,2,1,96,,1,1,1,96,,,2,2,,,
"86a7071b47c14c8bbc22ce3de53f7042",1,"H1687",1,1,2,1,,0.75,6,4,8,0,4,2,5,5,3,3,2,2,,,
"86f6c965eb1f4e85a3e972799deb779b",1,"H2959",2,1,2,1,,0.5,3,6,8,0,2,2,1,1,,,2,2,,,
"86f6c965eb1f4e85a3e972799deb779b",3,"H2959",2,3,2,,,0.5,2,6,8,0,1,1,1,1,,,2,2,,,
"8738938247de4c8f96f02f51cf4fdd18",1,"H0352",1,2,2,,,,,,,,5,2,,,,,,,,,
"8738938247de4c8f96f02f51cf4fdd18",3,"H0352",1,2,2,,,,,,,,3,2,,,,,,,,,
"879c792bde2a499e99d9bc5a5b53dddb",1,"H3201",2,1,2,3,,1,2,1,8,40000,2,1,1,5,,3,2,2,,,
"87a31b1667774191b3cad3f4c97a323b",1,"H0182",2,1,2,3,,1,6,1,2,,8500000,1,1,1,,,2,2,,,
"87a8a334a93d4d979b4f0a89bb641f57",3,"H0572",1,1,2,1,,3,2,3,8,300000,0,1,1,1,,,2,2,,,
"888272c8105a4cd3a67c6ea96778fd60",3,"H0777",1,1,2,1,,1,1,1,2,,7,1,1,1,,,2,2,,,
"89342a57ba6a47b189dae265acb342f5",1,"H1467",1,1,2,1,,1,3,4,9,,12,2,1,5,,2,2,2,,,
"89342a57ba6a47b189dae265acb342f5",3,"H1467",2,3,2,,,1,3,1,8,100000,0,2,96,1,,,2,2,,,
"8956185e1f994c14aaf73ae617430727",4,"H2269",1,3,2,,1.1,1,1,4,8,0,1,1,5,5,3,3,2,2,,,
"8a57d70341d649608c41c83244cccb2d",1,"H2511",1,1,2,1,0.75,0.75,1,4,8,0,5,1,1,1,,,2,2,,,
"8a5d66f841064b23ada0de5fed353c11",1,"H0655",1,1,2,2,,,,1,8,120000,13,1,1,96,,,2,2,,,
"8a66fbea49ae49d78157b208859380d6",3,"H0432",1,1,2,3,,0.5,1,1,9,,5,1,5,1,3,,2,2,,,
"8a9c30a2720449788e06b3c6b9a1c9ed",1,"H0687",2,1,2,1,,0.75,3,4,2,,6,2,2,5,,1,2,2,,,
"8ace712936c44a0cb68976af1969687a",1,"H0832",1,2,2,,,,,,,,3,1,,,,,,,,,
"8ace712936c44a0cb68976af1969687a",4,"H0832",1,3,2,,,1,2,4,8,0,0,2,1,1,,,2,2,,,
"8b53b3b6198141148cafcff7077a76e8",1,"H0522",1,1,2,3,0.18,0.25,1,1,2,,6,1,1,2,,,2,2,,,
"8b962cc0c5994ad1a9115a09556e34cb",1,"H1238",2,1,2,1,,0.25,3,1,8,40000,3,1,1,96,,,2,2,,,
"8b962cc0c5994ad1a9115a09556e34cb",2,"H1238",2,1,2,1,,0.5,2,1,8,80000,1,1,1,1,,,2,2,,,
"8b962cc0c5994ad1a9115a09556e34cb",3,"H1238",2,1,2,1,,0.25,3,4,8,20000,1,1,1,1,,,2,2,,,
"8bf6dcc813b146fc9ed7320504721cab",1,"S9996018",,,2,,,,,,,,1,1,,,,,,,,,
"8c0cffaeebd64a46a7a66436ab056862",1,"H0889",1,3,2,,,0.5,2,1,8,130000,0,1,96,1,,,2,2,,,
"8c0cffaeebd64a46a7a66436ab056862",2,"H0889",2,3,2,,,0.25,2,1,8,60000,0,1,96,1,,,2,2,,,
"8cb24b08fbc545a0a49b79ae64e8e5f4",1,"H0185",1,1,2,1,,1,2,1,8,60000,1,1,1,96,,,2,2,,,
"8cb24b08fbc545a0a49b79ae64e8e5f4",2,"H0185",1,3,2,,,0.75,2,3,8,120000,0,1,96,1,,,2,2,,,
"8cb6627e27314a468e4842fa71d68218",1,"H1492",2,1,2,1,,1,1,4,8,0,0,1,1,1,,,2,2,,,
"8cc9fadde4b6455f84e5cb933f79eafc",1,"H2182",3,1,2,1,,1,4,4,8,40000,3,1,1,1,,,2,2,,,
"8d117b5cb54b48b99f5fffc9c1da4520",2,"H1364",1,1,2,1,,0.75,1,4,8,250000,3,1,1,1,,,2,2,,,
"8d5b7a391d4f4c5bbb2e592dc97b266b",2,"H0759",2,2,2,,,,,,,,4,2,,,,,,,,,
"8e0800d8ec914043b6ad15347ba5d00b",1,"H1448",1,1,2,1,,0.5,3,4,8,100000,6,1,1,1,,,2,2,,,
"8e4d650733684da3b8b7cd226ee93841",2,"H0181",1,1,2,1,,0.5,4,1,9,,9998,1,1,1,,,2,2,,,
"8ede9fa1bfa64845b23b31b722fc31a4",2,"H0928",2,1,2,1,,0.5,1,4,9,,5,2,1,1,,,2,2,,,
"8f2805c60faf40a892daedeb952b0629",1,"H0447",1,1,2,1,,2,2,4,2,,6,2,2,2,,,2,2,,,
"8f28de7582444c4a9cdfd6c2dcbaf58b",1,"H3157",1,1,2,3,,2,1,4,8,300000,2,1,1,1,,,2,2,,,
"8f28de7582444c4a9cdfd6c2dcbaf58b",2,"H3157",1,1,2,3,,2,1,4,8,100000,1,2,1,96,,,2,2,,,
"8f28de7582444c4a9cdfd6c2dcbaf58b",5,"H3157",1,1,2,1,,1,2,4,8,0,150000,1,96,1,,,2,2,,,
"8f28de7582444c4a9cdfd6c2dcbaf58b",6,"H3157",1,1,2,3,,1,1,4,8,150000,0,1,96,1,,,2,2,,,
"8f413df46af140459aa9109bf0462cf8",1,"H0891",1,1,2,1,,0.5,3,1,8,50000,1,2,1,1,,,2,2,,,
"8f6187e86f2f4210bac43f688feb7ccb",3,"H2465",1,1,2,3,,0.75,6,4,8,80000,2,1,1,1,,,2,2,,,
"8fa9e6cc5c0f432782ba1678d9afba6c",1,"H2568",1,1,2,3,,0.75,3,1,9,,10,1,1,1,,,2,2,,,
"8fd7e756172d4ffeb06c4ac56373c5b6",2,"H2013",1,1,2,3,,6,3,4,9,,5,2,1,5,,3,2,1,2,6,
"90a14f8125044834aa6bad070999e7f0",1,"H0468",1,1,2,1,,1,1,4,8,0,3,2,2,2,,,2,2,,,
"90b431b15e394501830e496a6936cb0d",1,"S9992007",,,2,,2.01,1.5,1,4,8,0,2,2,1,1,,,2,1,2,6,
"91215b9533744b4dbf8def7520be8c1f",1,"H0626",1,1,2,3,,2,1,3,8,320000,2,1,1,1,,,2,2,,,
"917bd1ae541840d5938bfc743f6cf592",4,"H3107",3,2,2,,,,,,,,3,2,,,,,,,,,
"917cc664a9d3474ead33b8d453b0c409",3,"H1143",2,3,2,,,1,3,4,8,150000,0,1,96,2,,,2,2,,,
"91977dd048b34793bdf31105e251b0af",1,"H1187",1,1,2,3,,1,4,4,8,0,7,2,1,1,,,2,2,,,
"91977dd048b34793bdf31105e251b0af",2,"H1187",1,1,2,1,,1,4,4,8,0,9,2,1,1,,,2,2,,,
"91977dd048b34793bdf31105e251b0af",3,"H1187",1,1,2,1,,1,4,4,8,0,8,2,1,1,,,2,2,,,
"91ac1869c81245f98ea54940a36eac7a",1,"H0488",2,1,2,1,,0.25,1,3,8,2,1,2,2,2,,,2,2,,,
"91efc699bca84524bc971ba6a3dc3e87",2,"H0947",2,1,2,1,,0.8,4,1,8,200000,15,1,1,1,,,3,2,,,
"92415a109bfe421fa88385ffb5d9bbe5",2,"H1960",1,1,2,1,,1,2,4,8,80000,2,1,1,1,,,2,2,,,
"92687adaa6c34c8fa035a70d70b39d68",1,"S9999030",,,2,,1.05,1,1,1,9,,0,2,96,1,,,2,2,,,
"92b1721f936443779c944709e967606d",1,"H0840",1,1,2,1,,1,1,1,8,200000,1,1,1,1,,,2,2,,,
"92b1721f936443779c944709e967606d",2,"H0840",1,1,2,1,,0.5,6,1,8,280000,1,1,1,1,,,3,2,,,
"93043de8823f4b3abaf7b01016b8f15c",1,"H0159",2,1,2,1,,1,4,3,8,100000,5,1,2,2,,,2,2,,,
"932e33f2faba4e9aae7ce8070d59934a",5,"H2278",1,1,2,1,,1,1,2,8,50000,0,2,5,1,3,,2,2,,,
"932e33f2faba4e9aae7ce8070d59934a",6,"H2278",1,1,2,1,,1,1,2,8,60000,0,2,5,1,3,,2,2,,,
"932e33f2faba4e9aae7ce8070d59934a",7,"H2278",1,1,2,1,,1,1,2,8,50000,0,1,5,1,3,,2,2,,,
"940654b459cc4bc4a1d9dafadc08146e",3,"H2727",1,1,2,3,,0.5,2,1,8,40000,2,2,1,5,,1,2,2,,,
"9497ebc9faaf444cba61dfe1ed2b9f2a",3,"H0865",1,1,2,1,,2,3,4,9,,4,1,1,1,,,3,2,,,
"94c23faa7af743f9a662d102d721c561",1,"H2757",2,1,2,1,,0.5,1,1,8,200000,2,1,1,5,,3,2,2,,,
"94caf569c9b14c53a5c7135eae90f564",1,"H2782",4,1,2,1,,0.24,1,1,9,,3,2,2,2,,,2,2,,,
"94d06fbe4f4642ff8bc4ab0ec6fc84bd",3,"H2893",1,1,2,1,,0.25,3,1,8,50000,1,1,1,1,,,2,2,,,
"9553f4ffc1284fb69a26a5b095ad3313",3,"H0868",1,3,2,,,1,3,1,8,250000,1,1,1,1,,,3,2,,,
"95c41cb2a4b54404b51c9a798ebde4f0",2,"H0831",3,1,2,3,,1,3,1,8,100000,4,1,1,1,,,2,2,,,
"96795910971f4f2d854451efacb5cadf",1,"H2719",1,1,2,1,,0.5,3,1,8,0,3,2,1,1,,,2,2,,,
"96795910971f4f2d854451efacb5cadf",2,"H2719",1,3,2,,,0.75,3,1,8,300000,1,1,1,1,,,2,2,,,
"968b6b1311ed442fb36a243ce8db25e9",3,"H1376",1,3,2,,,0.15,2,4,8,10000,0,1,1,96,,,2,2,,,
"96a49d2f0bf44b789c3a7fe6264dd842",2,"H2926",2,2,2,,,,,,,,2,1,,,,,,,,,
"9713c0096ee142189341859c190d12e4",1,"H2677",3,1,2,1,,0.5,3,1,8,30000,3,1,1,1,,,2,2,,,
"9713c0096ee142189341859c190d12e4",3,"H2677",3,1,2,1,,0.25,3,1,8,50000,4,1,1,1,,,2,2,,,
"975ff8e2759b46d785b9e867ee066672",2,"H1607",1,3,2,,,2.5,1,2,8,250000,1,2,5,1,3,,2,2,,,
"975ff8e2759b46d785b9e867ee066672",3,"H1607",1,3,2,,,1,3,2,8,150000,0,1,5,1,3,,2,2,,,
"975ff8e2759b46d785b9e867ee066672",4,"H1607",1,3,2,,,2,4,2,8,320000,0,2,5,1,3,,2,2,,,
"975ff8e2759b46d785b9e867ee066672",5,"H1607",1,3,2,,,1.5,4,2,8,320000,0,1,5,1,3,,2,2,,,
"975ff8e2759b46d785b9e867ee066672",6,"H1607",1,3,2,,,1,4,2,8,138000,0,1,,,,,2,2,,,
"97a9f78d75774aa094c05dfe1bff19cd",1,"H0642",2,1,2,1,,1,1,4,8,0,2,2,1,1,,,2,2,,,
"97a9f78d75774aa094c05dfe1bff19cd",3,"H0642",1,1,2,3,,0.01,1,4,8,0,0,2,96,1,,,2,2,,,
"98e418f037464d3291bf751f1067d916",2,"H2537",2,1,2,1,,1,3,4,8,100000,2,1,1,1,,,2,2,,,
"9918bbbc0bc7474b9a02439bc63ac468",4,"H1619",4,1,2,1,,1,2,4,8,40000,3,1,1,1,,,2,2,,,
"9918bbbc0bc7474b9a02439bc63ac468",5,"H1619",4,1,2,1,,0.5,2,4,8,40000,3,1,1,1,,,2,2,,,
"99456305d81347fc9386bd3b45b248d8",1,"H1175",2,1,2,1,,0.25,1,4,8,0,5,1,96,1,,,2,2,,,
"99456305d81347fc9386bd3b45b248d8",2,"H1175",2,1,2,1,,0.15,1,4,8,0,5,1,1,1,,,2,2,,,
"99ca1beb48114a99949a73c6d8fc7432",2,"H2593",2,1,2,3,,0.25,3,1,8,60000,2,1,1,1,,,2,2,,,
"9a051919df744dc8a24c40dec030240e",2,"H2535",1,1,2,1,,1.5,3,1,8,0,1,1,5,1,3,,2,2,,,
"9a69bb01aec54a0e85841539501a3ad0",3,"H2351",6,3,2,,,0.5,2,4,8,50000,0,1,96,1,,,2,2,,,
"9a9edd843b7e44cca55f3b6b42ac0d94",2,"H1171",2,1,2,1,,0.12,1,4,8,0,0,2,1,1,,,2,2,,,
"9b529dee82f24c7ea945a5c46845748b",2,"H3210",2,1,2,1,,0.5,3,1,8,50000,2,1,1,1,,,2,2,,,
"9b88844902cf4adb8c24f3bc03d2db42",1,"H0420",1,1,2,1,,2,3,2,8,0,12,2,1,1,,,2,2,,,
"9b88844902cf4adb8c24f3bc03d2db42",3,"H0420",1,1,2,1,,4,2,1,8,0,5,2,1,1,,,3,2,,,
"9bcd26b7a9444954a0ec7a92ac5451fb",1,"H1329",2,1,2,1,,0.5,2,4,8,0,6,1,96,1,,,2,2,,,
"9bcd26b7a9444954a0ec7a92ac5451fb",3,"H1329",2,1,2,1,,0.3,1,4,8,0,4,1,1,1,,,2,2,,,
"9c4b2b70e3944e408f72094f249cb5a8",2,"H1260",2,1,2,3,,0.25,1,4,8,30000,3,1,1,1,,,2,2,,,
"9c6f798b6064405691e41dce5791aaa1",1,"H0862",1,1,2,1,,2,3,4,8,500000,4,1,1,1,,,2,2,,,
"9cce9051cded44efa35fb13624ada0ea",2,"H1869",2,1,2,1,,0.5,3,1,8,0,4,2,1,1,,,2,2,,,
"9cdf579305d145c599d0315528822ba3",1,"H1672",1,1,2,1,,0.5,4,4,8,0,5,2,1,1,,,2,2,,,
"9cdf579305d145c599d0315528822ba3",2,"H1672",1,1,2,1,,1.25,6,4,9,,3,2,1,5,,3,2,2,,,
"9cdf579305d145c599d0315528822ba3",4,"H1672",1,1,2,3,,0.75,2,4,9,,2,2,1,1,,,2,2,,,
"9cdf579305d145c599d0315528822ba3",5,"H1672",1,3,2,,,0.25,4,4,8,35000,1,1,96,1,,,2,2,,,
"9da3836174fb48d1bc2c6a5643c1c7d4",2,"H0620",1,1,2,3,,1,1,1,9,,13,1,1,1,,,2,2,,,
"9da3836174fb48d1bc2c6a5643c1c7d4",3,"H0620",2,1,2,3,,0.5,3,1,9,,2,1,1,1,,,2,2,,,
"9e5b1526f35f46eab13af6bf34d2f7f8",1,"H2670",1,1,2,1,,1,3,4,96,,4,1,1,96,,,2,2,,,
"9eb87a01395b45ac9a4854b346d2fd02",1,"H0230",2,1,2,3,,0.9,1,1,9,,2,1,1,96,,,2,2,,,
"9eb87a01395b45ac9a4854b346d2fd02",3,"H0230",2,1,2,3,,5,3,1,9,,3,2,1,1,,,2,2,,,
"9eba52050a0049a08e8af4883a44e392",1,"H1224",1,1,2,3,,0.5,2,2,8,100000,2,1,1,1,,,2,2,,,
"9ed7a2676781477b94f81f605ddf1b91",1,"H0711",2,1,2,1,,5,3,3,8,500000,10,1,1,1,,,2,2,,,
"9f2b19d489c64381aaddfb4cce02568d",2,"H0170",2,1,2,1,,2,3,3,8,600000,10,1,1,1,,,2,2,,,
"9f838ebb94fd4325b29a9c0af5d4dfed",4,"H0842",1,3,2,,,0.25,3,4,8,25000,0,1,1,1,,,2,2,,,
"9f8f454ed1364911ab89b8c4f16237ab",5,"H2370",2,3,2,,,1.75,2,4,8,40000,1,1,1,1,,,2,2,,,
"9fc5c52e8b5b4f4fbb4b629aa641322f",1,"H0549",1,1,2,1,,1.5,2,1,2,,10,2,2,2,,,2,2,,,
"9fcd129c95c544e69efeca0bd3c3b8d8",1,"H1244",1,1,2,1,,2.5,2,4,8,0,35,2,2,2,,,2,2,,,
"9fcd129c95c544e69efeca0bd3c3b8d8",2,"H1244",1,1,2,1,,0.5,3,4,8,0,35,2,2,2,,,2,2,,,
"9fcd129c95c544e69efeca0bd3c3b8d8",3,"H1244",1,2,2,,,,,,,,20,2,,,,,,,,,
"9fe8b4b2662f40bd9c37442c19160aba",2,"H0418",1,1,2,1,,1,2,4,8,300000,0,2,1,1,,,2,2,,,
"a03671a2c2ff401f94830d5548a804f9",3,"H0710",2,1,2,1,,1,3,3,8,0,3,1,2,2,,,2,2,,,
"a03671a2c2ff401f94830d5548a804f9",6,"H0710",2,1,2,1,,0.75,3,3,8,150000,0,1,1,1,,,2,2,,,
"a068544ea2794bdca721e080a992c8f2",2,"H2385",2,1,2,1,,1,6,2,8,150000,1,2,5,5,3,3,2,2,,,
"a08468e3285942ccabfcc602d47ffe2d",1,"H2327",1,1,2,3,,1.75,6,4,9,,3,2,1,5,,3,2,2,,,
"a08468e3285942ccabfcc602d47ffe2d",2,"H2327",1,1,2,3,,0.5,6,4,9,,3,2,1,1,,,2,2,,,
"a0c97672aa9a451dbca797f24ef2ea8f",2,"H2591",2,1,2,1,,0.5,3,1,9,,3,1,1,3,,,2,2,,,
"a171d0dda45341a8b32993e89fa61618",2,"H0267",1,1,2,1,,0.5,2,3,8,90000,0,2,2,96,,,2,2,,,
"a1cef5f8f14b49a7b7d9ff348c483481",1,"H0858",1,1,2,3,,0.5,2,4,8,0,4,2,1,1,,,2,2,,,
"a1cef5f8f14b49a7b7d9ff348c483481",2,"H0858",1,1,2,1,,1.5,3,1,8,200000,0,1,1,1,,,3,2,,,
"a20abcc5141a4324bdfd913442ba7c74",2,"H2259",1,1,2,3,,1.5,1,4,8,180000,3,1,1,1,,,2,2,,,
"a3854296881447e3b50417cdd8e3e4b9",3,"H1834",2,1,2,1,,1,2,1,8,50000,2,1,1,1,,,2,2,,,
"a3854296881447e3b50417cdd8e3e4b9",5,"H1834",2,3,2,,,2,2,1,8,88000,0,1,5,1,2,,2,2,,,
"a3854296881447e3b50417cdd8e3e4b9",6,"H1834",2,3,2,,,1,2,1,8,50000,0,1,5,1,2,,2,2,,,
"a3854296881447e3b50417cdd8e3e4b9",7,"H1834",2,3,2,,,1,3,1,8,150000,0,2,5,1,1,,2,2,,,
"a3aa8987edac4de486425f4b97409b9b",1,"H2575",1,1,2,1,0.77,1,1,1,8,0,15,2,1,1,,,2,2,,,
"a3b83a591eaa41b7bc61371b1837cd37",1,"H1298",4,1,2,3,,0.5,2,4,8,100000,2,2,1,1,,,2,2,,,
