"hhid","LiveStockID","s6aq01","s6aq03a","s6aq03b","s6aq03c","s6aq03d","s6aq03e","s6aq03f","s6aq04a","s6aq04b","s6aq04c","s6aq06","s6aq07","s6aq08","s6aq09","s6aq10","s6aq11","s6aq12","s6aq13a","s6aq13b","s6aq14a","s6aq14b","s6aq15","s6aq15b","s6aq15c","s6aq16"
"348cf466da0f48858cd15d49fb4159e5",6,1,0,,,,,,8,1,6,0,0,0,0,0,0,0,0,,0,,0,2,5,1
"348cf466da0f48858cd15d49fb4159e5",9,1,2,1,,1,2,2,5,1,2,2,0,0,0,0,0,0,0,,0,,0,2,4,2
"348cf466da0f48858cd15d49fb4159e5",10,1,0,,,,,,15,1,2,0,0,0,0,0,0,0,0,,0,,0,2,,2
"348cf466da0f48858cd15d49fb4159e5",7,1,0,,,,,,4,1,2,0,0,0,0,0,0,0,0,,0,,0,9,,2
"34a43e3984a24d5dbbc6cad6c04b692a",10,1,3,1,,5,6,2,0,,,3,0,0,0,0,0,0,0,,0,,0,1,5,1
"34a43e3984a24d5dbbc6cad6c04b692a",6,1,3,1,,5,6,2,0,,,0,3,0,0,0,0,0,0,,0,,0,1,5,1
"34a43e3984a24d5dbbc6cad6c04b692a",7,1,1,1,,5,6,2,0,,,1,0,0,0,0,0,0,0,,0,,0,1,5,1
"3529bff813494ad695f22dabccaaa137",7,1,7,1,2,1,2,2,0,,,5,2,0,0,0,0,0,0,,0,,0,6,4,1
"3529bff813494ad695f22dabccaaa137",6,1,3,1,2,1,2,2,0,,,0,3,0,0,0,0,0,0,,0,,0,6,4,1
"3529bff813494ad695f22dabccaaa137",9,1,4,1,2,2,1,1,0,,,1,3,0,0,0,0,0,0,,0,,0,6,4,1
"3529bff813494ad695f22dabccaaa137",10,1,25,1,2,2,1,2,0,,,20,5,0,0,0,0,0,0,,0,,0,4,6,1
"355bd9f88cba4233ba35e4af6cd99085",6,1,1,1,2,1,2,2,0,,,0,1,0,0,0,0,0,0,,0,,0,2,4,1
"355bd9f88cba4233ba35e4af6cd99085",9,1,2,1,2,1,2,2,0,,,0,2,0,0,0,0,0,0,,0,,0,6,4,1
"355bd9f88cba4233ba35e4af6cd99085",10,1,3,1,2,1,2,2,0,,,3,0,0,0,0,0,0,0,,0,,0,6,4,1
"35f31e253bb147cba3c1ba28825c2c38",5,1,1,1,,1,3,2,0,,,1,0,0,0,0,0,0,0,,0,,0,1,,1
"35f31e253bb147cba3c1ba28825c2c38",6,1,1,1,,1,3,2,0,,,0,1,0,0,0,0,0,0,,0,,0,1,,1
"35f31e253bb147cba3c1ba28825c2c38",7,1,0,,,,,,0,,,1,0,0,0,0,0,0,0,,1,950000,0,1,,1
"361db5497c524c4fab8063f627314604",6,1,1,1,5,1,5,1,0,,,1,0,0,0,0,0,0,0,,0,,0,1,,1
"361db5497c524c4fab8063f627314604",7,1,2,1,5,1,5,1,0,,,2,0,0,0,0,0,0,0,,0,,0,1,,1
"361db5497c524c4fab8063f627314604",10,1,5,1,5,1,5,1,0,,,5,0,0,0,0,0,0,0,,0,,0,1,,1
"361db5497c524c4fab8063f627314604",8,1,2,1,5,1,5,1,0,,,2,0,0,0,0,0,0,0,,0,,0,1,,1
"361db5497c524c4fab8063f627314604",9,1,3,1,5,1,5,1,0,,,3,0,0,0,0,0,0,0,,0,,0,1,,1
"3631ba7632f147949d4db44588d39442",5,1,0,,,,,,1,1,,0,0,0,0,0,0,0,0,,0,,0,1,,1
"36350959a38d46159a938020fd413b28",7,1,2,1,,1,6,2,0,,,2,0,0,0,0,0,0,0,,0,,0,1,,2
"3656b29d648c4432b1c273546093da60",5,1,30,3,,3,,2,0,,,24,6,0,0,0,0,0,0,,0,,0,1,2,1
"3656b29d648c4432b1c273546093da60",2,1,1,3,,3,,2,0,,,2,0,0,0,0,0,0,0,,1,350000,0,1,5,1
"365d8c351f3c45f282562a983ef70d6e",5,1,1,1,2,2,4,2,0,,,0,0,0,0,0,0,0,1,800000,0,,0,2,5,1
"365d8c351f3c45f282562a983ef70d6e",8,1,2,1,,2,3,2,0,,,3,0,0,0,0,0,0,0,,1,1000000,0,5,8,1
"367c2cf298dd45f9bce503b87ffeca1f",10,1,2,1,2,2,4,2,0,,,1,1,0,0,0,0,0,0,,0,,0,1,2,1
"367c2cf298dd45f9bce503b87ffeca1f",7,1,1,1,,2,3,2,0,,,1,0,0,0,0,0,0,0,,0,,0,1,,2
"36992f498601434baac9c51a693c27d8",10,1,1,1,,2,,2,0,,,1,0,0,0,0,0,0,0,,0,,0,1,2,1
"36992f498601434baac9c51a693c27d8",6,1,1,1,,2,,2,0,,,0,1,0,0,0,0,0,0,,0,,0,2,1,1
"36b1194afa2a46889b315a883249769f",7,1,0,,,,,,2,1,,0,0,0,0,0,0,0,0,,0,,0,8,,1
"36ba58f19ad54b59a05e45c5d094e134",7,1,1,1,,1,5,1,0,,,1,0,0,0,0,0,0,0,,0,,0,1,,2
"36ba58f19ad54b59a05e45c5d094e134",6,1,3,1,2,1,5,2,0,,,3,0,0,0,0,0,0,0,,0,,0,1,,1
"36ba58f19ad54b59a05e45c5d094e134",10,1,15,1,,1,5,2,0,,,15,0,0,0,0,0,0,0,,0,,0,1,,1
"36e81608b34e4e338d21b0a091c58690",10,1,3,1,,1,2,2,0,,,2,1,0,0,0,0,0,0,,0,,0,1,5,2
"36e81608b34e4e338d21b0a091c58690",7,1,3,1,,1,2,2,0,,,3,0,0,0,0,0,0,1,500000,1,1200000,0,1,5,2
"375d654f122349fab11f65375f417a2d",10,1,1,2,,2,,1,0,,,1,0,0,0,0,0,0,0,,0,,0,2,1,1
"375d654f122349fab11f65375f417a2d",9,1,2,1,2,2,1,2,0,,,0,2,0,0,0,0,0,0,,0,,0,2,1,1
"375d654f122349fab11f65375f417a2d",7,1,2,2,,1,,2,0,,,4,0,0,0,0,0,0,0,,2,600000,0,1,5,1
"37b70f60adc947949a9b765afb45d71f",10,1,0,,,,,,0,,,1,0,0,0,0,0,0,0,,1,800000,0,6,,1
"37b70f60adc947949a9b765afb45d71f",6,1,1,1,2,1,2,2,0,,,1,0,0,0,0,0,0,0,,0,,0,6,,1
"37b70f60adc947949a9b765afb45d71f",9,1,2,1,2,1,2,2,0,,,2,0,0,0,0,0,0,0,,0,,0,6,,1
"383f1f35d733452680d14c49bd6290d5",9,1,4,1,6,1,6,2,0,,,2,0,0,0,0,0,0,2,700000,0,,0,1,2,1
"385c5482217b40a199727bec715a9e66",7,1,4,2,,2,,2,5,2,,5,0,0,0,0,0,0,0,,1,550000,0,1,3,1
"385c5482217b40a199727bec715a9e66",10,1,4,2,,2,,2,8,2,,6,0,0,0,0,0,0,0,,2,900000,0,1,2,1
"385c5482217b40a199727bec715a9e66",6,1,2,2,,2,,2,0,,,0,2,0,0,0,0,0,0,,0,,0,1,3,1
"39e4ac0ffa65481e8e24d190c2c92667",10,1,1,1,2,1,2,2,0,,,1,0,0,0,0,0,0,0,,0,,0,1,,1
"39e4ac0ffa65481e8e24d190c2c92667",7,1,3,1,2,1,,2,0,,,2,1,0,0,0,0,0,0,,0,,0,1,8,1
"39fcb45731cc41428ec88383475be20f",8,1,2,1,2,2,3,2,0,,,2,0,0,0,0,0,0,0,,0,,0,1,,1
"39fcb45731cc41428ec88383475be20f",10,1,2,1,2,2,3,2,0,,,3,0,0,0,0,0,0,0,,1,700000,0,1,,1
"3a1c90799ac7460cb96e3c52b2c5182d",10,1,0,,,,,,0,,,1,0,0,0,0,0,0,0,,1,600000,0,1,,2
"3b58eb644c474aa89c1bcecc8d191a48",5,1,1,1,,1,3,2,0,,,1,0,0,0,0,0,0,0,,0,,0,1,2,1
"3bae8a3fde124ab782cb7a39c5bdfee9",6,1,15,1,4,1,4,2,0,,,10,20,0,0,0,15,0,0,,0,,0,4,6,1
"3bae8a3fde124ab782cb7a39c5bdfee9",7,1,22,1,4,1,4,1,0,,,35,0,0,0,0,13,0,0,,0,,0,6,4,1
"3bae8a3fde124ab782cb7a39c5bdfee9",9,1,8,1,4,1,4,1,0,,,10,5,0,0,0,7,0,0,,0,,0,6,4,1
"3bae8a3fde124ab782cb7a39c5bdfee9",10,1,36,1,4,1,4,1,0,,,58,5,0,0,0,27,0,0,,0,,0,6,4,1
"3bfb0921c87c40648bd552e1bdd06838",10,1,1,1,2,1,,2,0,,,0,1,0,0,0,0,0,0,,0,,0,1,2,1
"3bfb0921c87c40648bd552e1bdd06838",6,1,0,,,,,,0,,,0,1,0,0,0,1,0,0,,0,,0,1,,1
"3c3497e297b84aea878a303187308283",5,1,2,1,,1,,2,2,1,,2,0,0,0,0,0,0,0,,0,,0,1,2,2
"3c3497e297b84aea878a303187308283",1,1,2,1,,1,,2,0,,,2,2,0,0,0,0,0,0,,2,250000,0,1,,2
"3cb79c9b548f4f3e8844442f80ca9139",7,1,1,1,3,1,3,2,0,,,1,0,0,0,0,0,0,0,,0,,0,1,6,1
"3cb79c9b548f4f3e8844442f80ca9139",6,1,1,1,3,1,3,2,0,,,0,1,0,0,0,0,0,0,,0,,0,2,6,1
"3cb79c9b548f4f3e8844442f80ca9139",10,1,3,1,3,1,3,2,0,,,4,0,0,0,0,0,0,0,,1,360000,0,2,6,1
"3cdd126c65ce4260b97277bad1b01633",10,1,3,1,,1,,2,0,,,6,0,0,3,0,0,0,0,,0,,0,6,4,1
"3cf518201590493cb8adb71bb964e726",6,1,4,1,,1,,2,0,,,0,4,0,0,0,0,0,0,,0,,0,1,2,1
"3cf518201590493cb8adb71bb964e726",7,1,2,1,,1,,2,0,,,3,0,0,0,0,0,0,0,,1,1000000,0,3,5,1
"3cf518201590493cb8adb71bb964e726",10,1,5,1,,1,,2,0,,,6,0,0,0,0,0,0,0,,1,700000,0,1,2,2
"3cf518201590493cb8adb71bb964e726",9,1,3,1,,1,,2,0,,,0,3,0,0,0,0,0,0,,0,,0,1,5,2
"3d19a96aeab94d2c8529dd95b412f3d2",7,1,2,,,,,2,0,,,2,0,0,0,0,0,0,0,,0,,0,8,,2
"3d2326b02ddd4b41929429061657f4b7",7,1,2,1,,1,,2,0,,,3,0,0,0,0,0,0,0,,1,900000,0,1,,2
"3d2326b02ddd4b41929429061657f4b7",9,1,2,1,,1,,2,0,,,0,0,0,0,0,0,0,2,500000,0,,0,1,,2
"3dee9621078242e39cec158e9b729ee2",2,1,2,1,,1,,1,0,,,1,0,0,0,0,0,0,1,400000,0,,0,1,,2
"3e0a5363f85f49cc9414cc3ac3b5ade6",10,1,1,1,2,1,2,2,0,,,1,0,0,0,0,0,0,0,,0,,0,1,2,1
"3e585de4d95e4b06be8f7a11274483c3",10,1,1,1,,1,,2,0,,,1,0,0,0,0,0,0,0,,0,,0,2,1,1
"3e585de4d95e4b06be8f7a11274483c3",7,1,2,1,,1,,2,0,,,1,1,0,0,0,0,0,0,,0,,0,8,1,2
"3e585de4d95e4b06be8f7a11274483c3",8,1,2,1,,1,,2,0,,,2,0,0,0,0,0,0,0,,0,,0,1,3,2
"3f36b6cbcf534a88b49d9f3845f65470",7,1,1,1,2,1,2,2,0,,,1,0,0,0,0,0,0,0,,0,,0,8,,1
"3fb589b011234546a95fe2566db38f45",6,1,2,1,10,1,10,2,0,,,2,0,0,0,0,0,0,0,,0,,0,2,6,1
"3fb589b011234546a95fe2566db38f45",7,1,4,1,10,1,10,2,0,,,6,0,0,0,0,0,2,0,,0,,0,6,7,1
"3fb589b011234546a95fe2566db38f45",10,1,4,1,10,1,10,2,0,,,4,0,0,0,0,0,0,0,,0,,0,2,6,1
"3fd41609787344f0801c2918325cd45c",10,1,3,1,10,11,,2,0,,,4,0,0,0,0,0,1,0,,0,,0,1,2,1
"3fd41609787344f0801c2918325cd45c",6,1,1,1,10,10,,2,0,,,0,1,0,0,0,0,0,0,,0,,0,1,2,1
"3ff160f46a3b4671aa196dc42d96549a",7,1,2,1,2,1,2,1,0,,,2,0,0,0,0,0,0,0,,0,,0,1,,2
"40665c26f6a74711bca1c113a79fabea",5,1,2,13,,13,,2,0,,,1,1,0,0,0,0,0,0,,0,,0,1,5,2
"40bd45903364468c931cc28af39f5064",7,1,0,,,,,,0,,,1,0,0,0,0,0,0,0,,1,700000,0,1,,2
"40fe671de7d7403db17b5143b9400637",7,1,2,1,2,1,2,2,0,,,2,0,0,0,0,0,0,0,,0,,0,1,3,1
"4148c3c43e0944e0b8f708379e23070e",10,1,1,1,2,2,4,2,0,,,0,1,0,0,0,0,0,0,,0,,0,2,5,1
"416dec136ad7406f8c8760d1e9cfef88",7,1,1,1,2,1,2,2,0,,,1,0,0,0,0,0,0,0,,0,,0,1,,2
"419aeb8cf20b477ab14959fed173ed47",5,1,6,1,2,1,2,2,0,,,4,2,0,0,0,0,0,0,,0,,0,1,5,2
"419aeb8cf20b477ab14959fed173ed47",1,1,3,2,,1,2,2,0,,,0,3,0,0,0,0,0,0,,0,,0,1,5,2
"41a071f11f70493d95c79e97cdfedc25",6,1,4,1,2,1,2,2,0,,,0,4,0,0,0,0,0,0,,0,,0,1,2,2
"41a071f11f70493d95c79e97cdfedc25",7,1,1,1,2,1,2,2,0,,,1,0,0,0,0,0,0,0,,0,,0,1,,2
"41a071f11f70493d95c79e97cdfedc25",10,1,6,1,2,1,2,2,0,,,6,0,0,0,0,0,0,0,,0,,0,1,2,2
"41a0d7ea37784a2fa40f381785b4df50",7,1,0,,,,,,0,,,1,0,0,0,0,0,0,0,,1,900000,0,1,5,1
"420c5338635b4d769aa8fc629ac0b51d",10,1,2,1,,1,,1,0,,,2,0,0,0,0,0,0,0,,0,,0,1,,1
"420c5338635b4d769aa8fc629ac0b51d",7,1,1,1,,1,,2,0,,,1,1,0,0,0,0,0,0,,1,600000,0,1,8,1
"420c5338635b4d769aa8fc629ac0b51d",6,1,1,1,,1,,2,0,,,0,1,0,0,0,0,0,0,,0,,0,1,8,1
"4262515bdbe5433c97ca0af8712f6c5a",7,1,1,1,2,1,6,1,1,1,6,2,0,0,0,0,0,1,0,,0,,0,1,8,1
"4262515bdbe5433c97ca0af8712f6c5a",10,1,0,,,,,,0,,,1,0,0,1,0,0,0,0,,0,,0,1,,1
"42b460c56a684d62abac827c6bfcee5f",7,1,0,,,,,,0,,,2,0,0,0,0,1,0,0,,1,800000,0,1,5,1
"42b460c56a684d62abac827c6bfcee5f",9,1,1,2,,2,,2,0,,,0,1,0,0,0,0,0,0,,0,,0,5,1,1
"42b460c56a684d62abac827c6bfcee5f",10,1,2,2,,2,,2,0,,,2,0,0,0,0,0,0,0,,0,,0,2,1,1
"42c89a0c06dc406daf794cef54865d89",7,1,0,,,,,,1,1,2,0,0,0,0,0,0,0,0,,0,,0,1,,2
"42c89a0c06dc406daf794cef54865d89",10,1,0,,,,,,1,1,2,0,0,0,0,0,0,0,0,,0,,0,1,2,2
"42c89a0c06dc406daf794cef54865d89",9,1,0,,,,,,1,1,2,0,0,0,0,0,0,0,0,,0,,0,1,,2
"42c89a0c06dc406daf794cef54865d89",8,1,1,1,2,1,2,2,0,,,1,0,0,0,0,0,0,0,,0,,0,1,,2
"431957a3478248aeb6c4637eda5a1ad4",6,1,20,1,,,,1,0,,,14,8,0,0,0,0,2,0,,0,,0,1,,1
"431957a3478248aeb6c4637eda5a1ad4",7,1,8,1,,,,1,0,,,8,0,0,0,0,0,0,0,,0,,0,1,,1
"431957a3478248aeb6c4637eda5a1ad4",9,1,7,1,,,,1,0,,,6,3,0,1,0,0,1,0,,0,,0,1,,1
"431957a3478248aeb6c4637eda5a1ad4",10,1,20,1,,,,1,0,,,15,5,0,0,0,0,0,0,,0,,0,1,,1
"431957a3478248aeb6c4637eda5a1ad4",8,1,2,1,,,,1,0,,,4,0,0,0,1,0,0,0,,1,1100000,0,1,,1
"43392820ec5e41a382f503a3e366dacb",10,1,2,1,2,7,,2,0,,,1,0,2,0,0,0,0,0,,1,400000,0,1,,2
"43392820ec5e41a382f503a3e366dacb",9,1,1,1,2,7,,2,2,7,,1,0,0,0,0,0,0,0,,0,,0,1,,2
"43392820ec5e41a382f503a3e366dacb",6,1,1,2,,7,,2,0,,,0,1,0,0,0,0,0,0,,0,,0,1,,2
"435987dbfde14869be5af088f849bbd4",10,1,1,1,2,1,2,2,0,,,1,0,0,0,0,0,0,0,,0,,0,6,1,1
"435987dbfde14869be5af088f849bbd4",6,1,1,1,2,1,2,2,0,,,1,0,0,0,0,0,0,0,,0,,0,1,6,1
"435987dbfde14869be5af088f849bbd4",9,1,1,1,2,1,2,2,0,,,1,0,0,0,0,0,0,0,,0,,0,1,6,1
"43740d64efea4f6f9aae6d98804d35f7",7,1,1,1,,1,,2,0,,,1,0,0,0,0,0,0,0,,0,,0,4,,1
"43f71a4b91ab4dc5867e722610be922f",2,1,0,,,,,,0,,,1,0,0,0,0,0,0,0,,1,1400000,0,1,,2
"43f71a4b91ab4dc5867e722610be922f",5,1,4,5,,5,,2,0,,,4,0,0,0,0,0,0,0,,0,,0,1,2,2
"4431b77d140142969216b6a63dc40667",7,1,0,,,,,,0,,,1,0,0,0,0,0,0,0,,1,800000,0,1,,1
"4506144f72044672bfaf473fd8295aa8",10,1,2,3,,3,,1,0,,,2,0,0,0,0,0,0,0,,0,,0,1,,1
"4506144f72044672bfaf473fd8295aa8",7,1,1,3,,3,,1,1,3,,1,0,0,0,0,0,0,0,,0,,0,1,,1
"4506144f72044672bfaf473fd8295aa8",9,1,3,3,,3,,1,0,,,3,0,0,0,0,0,0,0,,0,,0,1,,1
"451328a22e46469495762214d4b1df10",10,1,3,,,,,1,0,,,3,0,0,0,0,0,0,0,,0,,0,6,1,1
"451328a22e46469495762214d4b1df10",9,1,1,,,,,1,0,,,1,0,0,0,0,0,0,0,,0,,0,6,1,1
"451328a22e46469495762214d4b1df10",6,1,3,,,,,1,0,,,0,3,0,0,0,0,0,0,,0,,0,6,1,1
"451328a22e46469495762214d4b1df10",7,1,3,,,,,1,0,,,3,0,0,0,0,0,0,0,,0,,0,1,5,1
"45b5acb5476142d7ac20ee5d24095967",6,1,1,1,2,1,2,2,0,,,0,1,0,0,0,0,0,0,,0,,0,2,1,2
"45b5acb5476142d7ac20ee5d24095967",10,1,1,1,2,1,2,2,0,,,1,0,0,0,0,0,0,0,,0,,0,2,1,2
"46836522fff147d2a0b75bc94fec4ea2",7,1,1,1,2,1,2,2,0,,,0,0,0,0,0,0,0,1,500000,0,,0,1,,1
"46f5567f540b4d349aa817c1659dc158",10,1,8,1,2,1,2,2,0,,,8,0,0,0,0,0,0,0,,0,,0,1,2,1
"46f5567f540b4d349aa817c1659dc158",9,1,3,1,2,1,2,2,0,,,0,3,0,0,0,0,0,0,,0,,0,2,3,1
"476cadeb6b814cc991600a2664047de3",6,1,1,1,,1,,2,0,,,1,0,0,0,0,0,0,0,,0,,0,6,,1
"476cadeb6b814cc991600a2664047de3",9,1,1,1,,1,,2,0,,,1,0,0,0,0,0,0,0,,0,,0,6,,1
"476cadeb6b814cc991600a2664047de3",10,1,1,1,,1,,2,0,,,1,0,0,0,0,0,0,0,,0,,0,6,,1
"478bb11b7570489b81a7b195c95db5bb",7,1,1,1,2,1,3,2,0,,,0,0,0,0,0,0,0,1,400000,0,,0,1,5,1
"478c789c61a541fea1929c2a25ebed31",8,1,2,1,,1,4,2,0,,,2,0,0,0,0,0,0,0,,0,,0,1,,1
"47b6785c87844629b614bf449c244fdf",10,1,0,,,,,,4,1,,0,0,0,0,0,0,0,0,,0,,0,1,5,2
"47dbb99a6fe142329ddabfef5d78d640",7,1,2,1,2,1,2,2,0,,,2,2,0,0,0,0,0,0,,2,600000,0,1,,2
"47dbb99a6fe142329ddabfef5d78d640",2,1,3,1,2,1,2,1,0,,,2,1,0,0,0,0,0,0,,0,,0,1,,2
"47dbb99a6fe142329ddabfef5d78d640",5,1,4,1,2,1,2,1,0,,,7,0,0,0,0,0,0,0,,3,1000000,0,1,,2
"47dbb99a6fe142329ddabfef5d78d640",6,1,1,1,2,1,2,1,0,,,0,1,0,0,0,0,0,0,,0,,0,1,,2
"485881b6f60a454597da9f4487f31615",5,1,1,1,5,1,5,2,0,,,1,0,0,0,0,0,0,0,,0,,0,1,2,1
"4864b552d6f54bd7957c946a94ea8f4c",5,1,1,1,,1,,2,0,,,1,1,0,0,0,1,0,0,,0,,0,2,,2
"487985446fde4b70ad526bd6a73c9b65",7,1,0,,,,,,0,,,0,0,1,1,0,0,0,0,,0,,0,6,,1
"487fbda86e8e40ca8f2d68ac4bf3f5be",10,1,1,1,10,1,10,2,0,,,0,0,0,0,0,0,0,1,350000,0,,0,1,6,1
"487fbda86e8e40ca8f2d68ac4bf3f5be",7,1,1,1,10,10,1,2,0,,,3,0,0,0,0,0,0,0,,2,450000,0,6,1,1
"4898d4c83547442a8418efb00ae40aaf",7,1,2,1,2,1,2,2,0,,,1,0,0,0,0,0,0,1,300000,0,,0,1,8,1
"48b970865cd6430fb2683b2ed40a95da",2,1,1,1,2,1,2,1,0,,,1,0,0,0,0,0,0,0,,0,,0,5,,1
"495f071218774484b56d520ad983b7e8",10,1,1,1,2,1,2,2,0,,,1,0,0,0,0,0,0,0,,0,,0,1,,2
"496e720d7b67421b8350646ddf9af9f2",8,1,1,2,,2,,2,0,,,0,0,0,0,0,0,0,1,500000,0,,0,1,5,1
"49992cdfc9374a0f92856a892a32e7ef",9,1,1,1,2,1,2,1,0,,,1,0,0,0,0,0,0,0,,0,,0,4,2,1
"49992cdfc9374a0f92856a892a32e7ef",8,1,4,1,2,1,2,2,0,,,4,0,0,0,0,0,0,0,,0,,0,4,5,1
"49992cdfc9374a0f92856a892a32e7ef",10,1,2,1,2,1,2,1,0,,,2,0,0,0,0,0,0,0,,0,,0,4,2,1
"49992cdfc9374a0f92856a892a32e7ef",6,1,2,1,2,2,1,2,0,,,2,0,0,0,0,0,0,0,,0,,0,4,5,2
"4a1416a4b0874159aff36a5f93191020",7,1,3,1,2,1,2,2,0,,,3,0,0,0,0,0,0,0,,0,,0,6,5,1
"4a1416a4b0874159aff36a5f93191020",10,1,3,1,2,1,2,2,0,,,3,0,0,0,0,0,0,0,,0,,0,6,4,1
"4a8e3be9296a4254b35b14d36c81c065",10,1,1,1,,,,1,2,,,1,0,0,0,0,0,0,0,,0,,0,1,4,2
"4a8e3be9296a4254b35b14d36c81c065",7,1,1,1,,,,1,2,,,1,0,0,0,0,0,0,0,,0,,0,1,4,2
"4aa7e3e3aa76461eb2006f013c593752",8,1,2,1,2,1,2,2,0,,,2,0,0,0,0,0,0,0,,0,,0,8,,1
"4b3eb3160b6b4a0f9836788247843565",10,1,1,2,,1,2,2,0,,,1,0,0,0,0,0,0,0,,0,,0,1,,2
"4b3eb3160b6b4a0f9836788247843565",7,1,2,2,,2,,2,0,,,2,0,0,0,0,0,0,0,,0,,0,1,,2
"4b3eb3160b6b4a0f9836788247843565",6,1,1,2,,1,,2,0,,,0,1,0,0,0,0,0,0,,0,,0,1,,2
"4bba574bbf8f46ccbc10019d13da3841",10,1,4,1,12,1,2,2,0,,,3,1,0,0,0,0,0,0,,0,,0,1,,2
"4bba574bbf8f46ccbc10019d13da3841",7,1,2,1,12,2,3,2,0,,,2,2,0,0,0,0,0,0,,2,645000,0,1,,2
"4c2b6ab893a74753b5aed1853e854af6",7,1,1,2,,1,2,2,0,,,1,0,0,0,0,0,0,0,,0,,0,6,4,1
"4c930656ec914ea9b7b0a7d3f618ffb4",7,1,0,,,,,,0,,,1,0,0,0,0,0,0,0,,1,400000,0,1,,2
"4c930656ec914ea9b7b0a7d3f618ffb4",6,1,5,1,,2,,2,0,,,0,5,0,0,0,0,0,0,,0,,0,1,,2
"4c930656ec914ea9b7b0a7d3f618ffb4",10,1,5,1,,2,,2,0,,,5,0,0,0,0,0,0,0,,0,,0,1,2,2
"4cdfca9cc91f4424a80d361df06952e7",6,1,4,1,2,1,2,2,0,,,3,1,0,0,0,0,0,0,,0,,0,3,,1
"4cdfca9cc91f4424a80d361df06952e7",10,1,7,1,2,1,2,2,0,,,7,0,0,0,0,0,0,0,,0,,0,1,5,2
"4cdfca9cc91f4424a80d361df06952e7",8,1,2,1,2,1,2,1,200000,1,2,2,0,0,0,0,0,0,0,,0,,0,1,8,2
"4d58adc564a84c70adbd694836fcbdd6",10,1,1,1,7,1,,2,0,,,1,0,0,0,0,0,0,0,,0,,0,1,,1
"4d653bb8ed4c40c6a5db54dcfdd0ebcb",10,1,1,2,,,,1,0,,,1,0,0,0,0,0,0,0,,0,,0,1,5,2
"4d653bb8ed4c40c6a5db54dcfdd0ebcb",6,1,1,2,,,,1,0,,,0,1,0,0,0,0,0,0,,0,,0,1,5,2
"4d77a6468adb430faa1279387ee1a0d8",10,1,1,2,,2,3,2,0,,,1,0,0,0,0,0,0,0,,0,,0,1,5,2
"4d77a6468adb430faa1279387ee1a0d8",7,1,2,2,,2,3,2,0,,,3,0,0,0,0,0,0,0,,1,1050000,0,7,5,2
"4d831e3912f4492d9726551c75523d5e",10,1,2,1,2,1,2,2,0,,,3,0,0,0,0,0,1,0,,0,,0,2,6,1
"4d831e3912f4492d9726551c75523d5e",7,1,1,1,2,1,2,2,0,,,1,0,0,0,0,0,0,0,,0,,0,6,7,1
"4dc2ee3adf1245ff8f4e225adb0f4cbc",10,1,1,1,2,1,2,2,0,,,1,0,0,0,0,0,0,0,,0,,0,1,2,1
"4dca9fca223242148ba754990e922fd0",8,1,2,1,,3,,2,0,,,2,0,0,0,0,0,0,0,,0,,0,1,8,1
"4eb28ac9ee9849f69d0f9806d6e8aa6e",7,1,1,1,2,1,2,2,0,,,2,0,0,0,0,0,0,1,500000,2,1000000,0,1,3,2
"4ec2b0b632f54d069bc6da7b7ed1e91d",7,1,1,1,2,1,2,2,0,,,1,0,0,0,0,0,0,0,,0,,0,6,4,1
"4ec2b0b632f54d069bc6da7b7ed1e91d",6,1,1,1,2,2,1,2,0,,,0,1,0,0,0,0,0,0,,0,,0,2,6,1
"4ec2b0b632f54d069bc6da7b7ed1e91d",10,1,1,1,2,1,2,2,0,,,1,0,0,0,0,0,0,0,,0,,0,6,4,1
"4f1061a0b3ca439abc538fde335b4ba9",9,1,1,1,4,1,4,2,0,,,0,1,0,0,0,0,0,0,,0,,0,1,,1
"4f1061a0b3ca439abc538fde335b4ba9",8,1,2,1,4,1,4,2,0,,,2,0,0,0,0,0,0,0,,0,,0,1,,1
"4f1061a0b3ca439abc538fde335b4ba9",10,1,1,1,4,1,4,2,0,,,1,0,0,0,0,0,0,0,,0,,0,1,,1
"4faea088444d454e8a3f7e7887be6b89",10,1,2,1,2,1,2,2,0,,,3,0,0,1,0,0,0,0,,0,,0,2,6,1
"5080bcd282ac4ec889af3bf823de55b6",10,1,8,1,2,1,8,2,0,,,11,2,0,0,0,0,2,0,,3,1000000,0,1,2,1
"5083de06b7284974819a0edafe4f2c9d",9,1,0,,,,,,0,,,1,0,0,0,0,0,0,0,,1,530000,0,5,1,1
"510913bc5f8b459d8e798d7f01ded394",6,1,1,1,,1,3,2,0,,,0,1,0,0,0,0,0,0,,0,,0,1,,2
"510913bc5f8b459d8e798d7f01ded394",10,1,1,1,,1,3,2,0,,,1,0,0,0,0,0,0,0,,0,,0,1,,2
"5120b1ab49fe44cab5b197e3615a670f",6,1,1,1,,1,,2,0,,,1,0,0,0,0,0,0,0,,0,,0,1,,2
"515101ffb1f5495eba8eacd974f4f63a",10,1,1,1,,1,,2,0,,,1,0,0,0,0,0,0,0,,0,,0,2,6,1
"515101ffb1f5495eba8eacd974f4f63a",8,1,1,1,,1,,2,0,,,1,0,0,0,0,0,0,0,,0,,0,6,7,1
"51f6b6d5efc3486fb2d24b96b9e2e55f",10,1,1,1,2,1,2,2,0,,,2,0,0,0,0,0,0,0,,0,,1,1,3,1
