"hhid","LiveStockID","s6aq01","s6aq03a","s6aq03b","s6aq03c","s6aq03d","s6aq03e","s6aq03f","s6aq04a","s6aq04b","s6aq04c","s6aq06","s6aq07","s6aq08","s6aq09","s6aq10","s6aq11","s6aq12","s6aq13a","s6aq13b","s6aq14a","s6aq14b","s6aq15","s6aq15b","s6aq15c","s6aq16"
"6de89f55552546ff83d6c15fc5d03e3e",9,1,1,1,2,1,2,2,0,,,0,0,0,0,0,0,0,1,280000,0,,0,1,,1
"6e04e53535bf48cfb16764bac0e548ba",4,1,0,,,,,,1,2,4,0,0,0,0,0,0,0,0,,0,,0,6,2,1
"6e09cafe878a4686b5af59056e145fd5",10,1,2,1,2,1,2,2,0,,,2,0,0,0,0,0,0,0,,0,,0,1,,1
"6e09cafe878a4686b5af59056e145fd5",8,1,4,1,2,1,2,2,0,,,4,0,0,0,0,0,0,0,,0,,0,1,,1
"6e65ad621a5f48aca0cd6a3341312d72",7,1,1,1,2,1,2,2,0,,,1,0,0,0,0,0,0,0,,0,,0,1,3,2
"6e70903b953f4f48bca3ffa96ebc184d",5,1,2,7,,7,,2,0,,,2,0,0,0,0,0,0,0,,0,,0,6,,1
"6efbceec143044cd8542a0eedafa82fb",10,1,2,1,3,1,3,2,0,,,2,0,0,0,0,0,0,0,,0,,0,4,1,1
"6efbceec143044cd8542a0eedafa82fb",6,1,0,,,,,,0,,,1,0,0,0,0,0,1,0,,0,,0,4,1,1
"6f342c7248fe47fba7c8481e84c782ba",7,1,2,1,,,,1,0,,,2,0,0,0,0,0,0,0,,0,,0,6,1,1
"6fcada408b6d4416bface5d5b2171df9",2,1,0,,,,,,10,1,5,0,0,0,0,0,0,0,0,,0,,0,1,,2
"6fcada408b6d4416bface5d5b2171df9",1,1,0,,,,,,6,1,,0,0,0,0,0,0,0,0,,0,,0,4,1,2
"6fcada408b6d4416bface5d5b2171df9",4,1,2,1,,5,,1,3,1,5,0,2,0,0,0,0,0,0,,0,,0,1,,1
"6fcada408b6d4416bface5d5b2171df9",5,1,2,1,,1,5,1,9,1,,2,0,0,0,0,0,0,0,,0,,0,1,2,2
"6ff355f305d94bbfb057c413c15b95b3",7,1,1,1,,1,,1,0,,,1,0,0,0,0,0,0,0,,0,,0,6,5,1
"70382a948acc4827a776ad19228c1210",10,1,3,1,2,2,1,2,0,,,2,1,0,0,0,0,0,0,,0,,0,1,5,1
"70b60b0e8e8c437dba5ccfac3fcbd53d",8,1,1,1,2,1,2,2,0,,,1,0,0,0,0,0,0,0,,0,,0,1,8,1
"70b60b0e8e8c437dba5ccfac3fcbd53d",10,1,1,1,2,1,2,2,0,,,1,0,0,0,0,0,0,0,,0,,0,1,,1
"70e72b90340941679bd789a808b7deff",5,1,1,1,,2,,1,0,,,1,0,0,0,0,0,0,0,,0,,0,1,2,1
"70e72b90340941679bd789a808b7deff",6,1,4,1,,2,,1,0,,,4,2,0,0,0,0,2,0,,0,,0,1,2,2
"70e72b90340941679bd789a808b7deff",7,1,1,1,,2,,1,0,,,1,0,0,0,0,0,0,0,,0,,0,1,,2
"70e72b90340941679bd789a808b7deff",10,1,4,1,,2,,1,0,,,9,0,0,0,0,0,5,0,,0,,0,1,2,2
"70e77305baeb4d5fba7abf802061f297",1,1,1,1,4,1,4,2,0,,,0,1,0,0,0,0,0,0,,0,,0,1,,1
"70e77305baeb4d5fba7abf802061f297",5,1,2,1,4,1,4,1,0,,,2,0,0,0,0,0,0,0,,0,,0,1,,1
"70f668b607b7446795d84da9d8165d78",10,1,5,1,2,1,3,2,0,,,5,0,0,0,0,0,0,0,,0,,0,4,1,1
"70f668b607b7446795d84da9d8165d78",7,1,3,1,2,1,3,2,0,,,1,0,0,0,0,0,0,2,650000,0,,0,4,1,1
"70f668b607b7446795d84da9d8165d78",9,1,1,1,2,1,3,2,0,,,1,0,0,0,0,0,0,0,,0,,0,4,1,1
"70fa7eeb8f4448c99dabaabb99f3687e",5,1,11,3,,3,9,2,0,,,13,0,0,1,0,0,0,0,,1,1200000,0,1,2,2
"70fa7eeb8f4448c99dabaabb99f3687e",4,1,4,3,,3,9,2,0,,,5,0,0,0,0,0,0,0,,1,800000,0,1,2,2
"70fa7eeb8f4448c99dabaabb99f3687e",1,1,6,3,4,3,8,2,0,,,0,6,0,0,0,0,0,0,,0,,0,2,1,2
"70fa7eeb8f4448c99dabaabb99f3687e",2,1,1,3,,3,9,2,0,,,1,0,0,0,0,0,0,0,,0,,0,1,,2
"71406ef141ba4c8b8849e124aa7e740f",10,1,1,1,,1,,1,0,,,1,0,0,0,0,0,0,0,,0,,0,2,6,1
"71406ef141ba4c8b8849e124aa7e740f",9,1,1,1,,1,,1,0,,,1,0,0,0,0,0,0,0,,0,,0,1,6,1
"71406ef141ba4c8b8849e124aa7e740f",6,1,1,1,,1,,2,0,,,0,1,0,0,0,0,0,0,,0,,0,1,6,1
"7167b83d77a74431b06a1404b69c1857",5,1,2,1,2,1,2,2,0,,,2,0,0,0,0,0,0,0,,0,,0,2,,1
"7167b83d77a74431b06a1404b69c1857",4,1,1,1,2,1,2,2,0,,,1,0,0,0,0,0,0,0,,0,,0,1,,1
"7167b83d77a74431b06a1404b69c1857",1,1,2,1,2,1,2,2,0,,,0,2,0,0,0,0,0,0,,0,,0,2,1,1
"718160b39b814f4bb87ce30e9cb4c879",7,1,1,1,2,1,2,2,0,,,1,0,0,0,0,0,0,0,,0,,0,5,1,1
"718160b39b814f4bb87ce30e9cb4c879",9,1,3,1,2,1,2,2,0,,,3,0,0,0,0,0,0,0,,0,,0,5,2,1
"724cf4fdb5fb4ba1a1c9a198a635852b",10,1,4,1,11,1,11,2,0,,,5,0,0,0,0,0,0,0,,1,700000,0,1,5,1
"724cf4fdb5fb4ba1a1c9a198a635852b",7,1,1,1,11,1,11,2,0,,,1,0,0,0,0,0,0,0,,0,,0,1,,1
"724cf4fdb5fb4ba1a1c9a198a635852b",9,1,1,1,11,1,,2,0,,,1,0,0,0,0,0,0,0,,0,,0,1,,1
"72febb41ac1c4f2a9fa2be189e0e7f76",10,1,23,1,,4,5,2,25,1,4,25,3,0,0,0,0,5,0,,0,,0,1,5,2
"72febb41ac1c4f2a9fa2be189e0e7f76",7,1,10,1,,4,5,2,10,4,5,12,0,0,0,0,0,0,0,,2,600000,0,5,6,2
"7318634693994a539d10cadecdb1b8f3",7,1,2,2,4,2,4,2,0,,,1,1,0,0,0,0,0,0,,0,,0,6,4,1
"7318634693994a539d10cadecdb1b8f3",10,1,5,2,3,2,4,2,0,,,3,2,0,0,0,0,0,0,,0,,0,6,4,1
"7318634693994a539d10cadecdb1b8f3",6,1,2,2,3,3,2,1,0,,,1,1,0,0,0,0,0,0,,0,,0,2,6,1
"734817ceed4641cb9f7a3ef050b677ca",9,1,1,1,,1,,2,0,,,1,0,0,0,0,0,0,0,,0,,0,4,6,1
"73a6fb0e66ed4b71a8bd87436b798fdd",10,1,2,1,2,1,2,1,0,,,3,0,0,1,0,0,0,0,,0,,0,1,2,1
"73a6fb0e66ed4b71a8bd87436b798fdd",7,1,8,1,2,1,2,1,0,,,4,4,0,0,0,0,0,0,,0,,0,1,8,1
"73a6fb0e66ed4b71a8bd87436b798fdd",6,1,1,1,2,1,2,2,0,,,0,1,0,0,0,0,0,0,,0,,0,1,,1
"73a6fb0e66ed4b71a8bd87436b798fdd",9,1,2,1,2,1,2,2,0,,,0,2,0,0,0,0,0,0,,0,,0,1,2,1
"73d2f1c17159428592cfd1994b4926ed",7,1,0,,,,,,2,1,2,0,0,0,0,0,0,0,0,,0,,0,7,1,1
"73e3f311ad944cd9bb1dec551f54ced2",10,1,2,1,2,2,5,2,0,,,2,0,0,0,0,0,0,0,,0,,0,1,,1
"73e3f311ad944cd9bb1dec551f54ced2",9,1,2,1,2,2,5,2,0,,,2,0,0,0,0,0,0,0,,0,,0,1,,1
"73e723d7579544cf81670206d0868966",1,1,2,1,2,1,2,2,0,,,0,0,0,0,0,0,0,2,400000,0,,0,1,,2
"73e7ca1370724d058c8036506819f878",7,1,1,1,,1,,2,0,,,1,0,0,0,0,0,0,0,,0,,0,5,,1
"73ff9329663140de9a89bc95b39d9f74",5,1,2,1,2,1,2,2,0,,,2,0,0,0,0,0,0,0,,0,,0,1,,2
"73ff9329663140de9a89bc95b39d9f74",1,1,0,,,,,,0,,,0,1,0,0,0,1,0,0,,0,,0,1,,2
"74f2f751b1b2448a85012cd4c0823bc3",8,1,1,1,2,1,2,1,0,,,1,0,0,0,0,0,0,0,,0,,0,1,,1
"752448ccdfbb4dfd8d701b1b60cf3483",2,1,2,1,2,1,2,2,0,,,2,0,0,0,0,0,0,0,,0,,0,1,,2
"7592026ffe844e3999c954ed007c7d8a",7,1,1,1,,1,2,1,0,,,1,0,0,0,0,0,0,0,,0,,0,5,,2
"76508c126511434a877ce34610263b8d",10,1,6,1,2,1,2,1,0,,,6,0,0,0,0,0,0,0,,0,,0,2,5,1
"76508c126511434a877ce34610263b8d",9,1,2,1,2,1,2,1,0,,,1,1,0,0,0,0,0,0,,0,,0,6,4,1
"76508c126511434a877ce34610263b8d",7,1,4,1,2,1,2,1,0,,,4,0,0,0,0,0,0,0,,0,,0,6,4,1
"767f08f5e6004182b5fb28bdd5139634",6,1,1,1,,1,3,2,0,,,0,2,0,0,0,0,0,0,,1,200000,0,2,1,2
"767f08f5e6004182b5fb28bdd5139634",10,1,1,1,,1,3,2,0,,,2,0,0,0,0,0,0,0,,1,700000,0,1,2,2
"767f08f5e6004182b5fb28bdd5139634",5,1,0,,,,,,1,1,3,0,0,0,0,0,0,0,0,,0,,0,2,1,1
"767f08f5e6004182b5fb28bdd5139634",4,1,0,,,,,,1,1,3,0,0,0,0,0,0,0,0,,0,,0,2,,1
"768c2121b414470db6d7d001f094977f",1,1,4,1,2,1,2,2,0,,,7,0,0,0,0,0,0,0,,3,250000,0,1,2,1
"768c2121b414470db6d7d001f094977f",5,1,10,1,2,1,2,2,0,,,11,3,0,1,0,0,0,0,,3,800000,0,1,2,1
"768fdf82fc034fb887a70032efca7429",7,1,1,1,,1,,1,0,,,1,0,0,0,0,0,0,0,,0,,0,5,6,1
"76d7bfad835e4c52a679fcc4ededbcb4",6,1,1,1,2,1,,1,0,,,0,1,0,0,0,0,0,0,,0,,0,4,,1
"76d7bfad835e4c52a679fcc4ededbcb4",10,1,2,1,2,1,,1,0,,,2,0,0,0,0,0,0,0,,0,,0,5,4,1
"7711396f0a3445d6a83d171b4bf8a221",10,1,2,1,2,2,1,2,0,,,2,0,0,0,0,0,0,0,,0,,0,1,2,1
"7711396f0a3445d6a83d171b4bf8a221",8,1,2,1,2,1,2,2,0,,,2,0,0,0,0,0,0,0,,0,,0,1,,1
"77441384e9fd47a9be984d7b95b74385",3,1,3,1,,1,,1,0,,,2,0,0,0,0,0,0,3,900000,2,3800000,0,1,8,2
"774c42b31c08465c829f72463fa14e36",10,1,5,1,2,1,2,2,0,,,5,0,0,0,0,0,0,0,,0,,0,6,,1
"774c42b31c08465c829f72463fa14e36",7,1,5,1,2,1,2,1,0,,,3,2,0,0,0,0,0,0,,0,,0,6,4,1
"774c42b31c08465c829f72463fa14e36",6,1,1,1,2,2,1,1,0,,,0,1,0,0,0,0,0,0,,0,,0,6,5,1
"774c42b31c08465c829f72463fa14e36",9,1,2,1,2,1,2,1,0,,,0,2,0,0,0,0,0,0,,0,,0,6,5,1
"774f350dcee9480a99a6c22932c08347",10,1,1,1,2,1,2,2,0,,,1,0,0,0,0,0,0,0,,0,,0,1,5,1
"774f350dcee9480a99a6c22932c08347",6,1,1,1,2,1,2,2,0,,,0,1,0,0,0,0,0,0,,0,,0,1,5,2
"77d41607dfec47c2a240cce5b6fc0e46",10,1,1,1,,1,,2,1,1,,1,0,0,0,0,0,0,0,,0,,0,1,,1
"77d41607dfec47c2a240cce5b6fc0e46",7,1,0,,,,,,0,,,0,0,0,0,0,0,0,0,,0,,0,8,,1
"77d41607dfec47c2a240cce5b6fc0e46",6,1,1,1,,1,,2,1,1,,0,1,0,0,0,0,0,0,,0,,0,1,,1
"77d41607dfec47c2a240cce5b6fc0e46",9,1,0,,,,,,2,1,,0,0,0,0,0,0,0,0,,0,,0,2,,1
"7827dd0eb8c345bc83a8fec062d00299",6,1,2,1,,4,2,2,0,,,1,1,0,0,0,0,0,0,,0,,0,1,,1
"7827dd0eb8c345bc83a8fec062d00299",8,1,2,1,,2,4,2,0,,,2,0,0,0,0,0,0,0,,0,,0,1,,1
"7827dd0eb8c345bc83a8fec062d00299",10,1,1,1,,4,2,2,0,,,1,0,0,0,0,0,0,0,,0,,0,1,,1
"794c4677f01c4048a054c4ecd71e5380",10,1,2,1,2,1,2,2,8,1,2,2,0,0,0,0,0,0,0,,0,,0,1,2,1
"794c4677f01c4048a054c4ecd71e5380",9,1,0,,,,,,0,,,1,0,0,0,0,0,0,0,,1,350000,0,1,2,1
"794c4677f01c4048a054c4ecd71e5380",6,1,1,1,2,1,2,2,0,,,0,1,0,0,0,0,0,0,,0,,0,8,,1
"794c4677f01c4048a054c4ecd71e5380",7,1,2,1,2,1,2,2,0,,,3,0,0,0,0,0,0,0,,1,1150000,0,1,8,1
"7985850af6c64e2e875950e01d41c347",10,1,2,1,2,1,2,2,0,,,2,0,0,0,0,0,0,0,,0,,0,2,6,1
"7985850af6c64e2e875950e01d41c347",7,1,2,2,,2,6,2,0,,,2,0,0,0,0,0,0,0,,0,,0,6,7,1
"79ad3173b33b47f29d370cebca78c352",5,1,2,,,,,2,0,,,3,0,0,0,0,0,0,0,,1,1350000,0,2,1,2
"79ad3173b33b47f29d370cebca78c352",1,1,1,,,,,2,0,,,2,0,0,0,0,0,0,0,,1,800000,0,1,,2
"79b16c4661b443d384a3e15ae188477e",10,1,1,1,,1,,2,5,1,,1,0,0,0,0,0,0,0,,0,,0,1,2,1
"79b16c4661b443d384a3e15ae188477e",6,1,1,1,,1,,2,3,1,,0,1,0,0,0,0,0,0,,0,,0,2,1,1
"79d0b34990d14cbf8cfc1e93305fc486",8,1,1,1,,1,3,2,0,,,2,0,0,0,1,0,0,0,,0,,0,5,,1
"79d0b34990d14cbf8cfc1e93305fc486",6,1,1,1,,1,3,2,0,,,0,1,0,0,0,0,0,0,,0,,0,5,2,1
"79d0b34990d14cbf8cfc1e93305fc486",10,1,1,1,,1,5,2,0,,,1,0,0,0,0,0,0,0,,0,,0,5,,1
"79d0b34990d14cbf8cfc1e93305fc486",7,1,1,1,,1,3,2,0,,,1,0,0,0,0,0,0,0,,0,,0,5,,1
"79d88e06d91e4cdfbfbb90f91193099a",9,1,1,1,2,1,2,2,0,,,1,0,0,0,0,0,0,0,,0,,0,1,,2
"79f33b19563f4f4a92f6616a76a6e0b0",4,1,1,1,,1,5,2,0,,,0,1,0,0,0,0,0,0,,0,,0,1,5,2
"79f33b19563f4f4a92f6616a76a6e0b0",1,1,4,1,5,1,,2,0,,,0,4,0,0,0,0,0,0,,0,,0,1,5,2
"79f33b19563f4f4a92f6616a76a6e0b0",5,1,5,1,,1,5,2,0,,,7,0,0,0,0,0,0,0,,2,1000000,0,1,5,2
"79f33b19563f4f4a92f6616a76a6e0b0",2,1,2,1,5,1,5,2,0,,,2,0,0,0,0,0,0,0,,0,,0,1,5,2
"7abe5d30e6a8498d8aa3cc57d71486d4",7,1,1,1,,1,2,2,0,,,3,0,0,0,0,0,0,0,,2,700000,0,1,2,2
"7ad6d7c40e5e4b998a69c9d78be22987",5,1,0,,,,,,0,,,1,0,0,0,0,0,0,0,,1,850000,0,1,5,2
"7b2326640be14bcd9acf4e0dfc2866b5",10,1,1,1,2,1,2,2,0,,,1,0,0,0,0,0,0,0,,0,,0,1,2,2
"7b29316153d64631b5695be747edbda6",6,1,1,1,2,1,,2,0,,,0,1,0,0,0,0,0,0,,0,,0,1,5,2
"7b29316153d64631b5695be747edbda6",10,1,1,1,2,1,2,2,0,,,1,0,0,0,0,0,0,0,,0,,0,2,5,1
"7b29316153d64631b5695be747edbda6",7,1,2,1,2,1,2,2,0,,,2,0,0,0,0,0,0,0,,0,,0,5,6,2
"7bbb94753b1044a1998b35c4ec0b29c5",10,1,2,1,2,1,2,2,0,,,1,1,0,0,0,0,0,0,,0,,0,1,2,1
"7bbb94753b1044a1998b35c4ec0b29c5",6,1,1,1,2,2,4,2,0,,,0,1,0,0,0,0,0,0,,0,,0,1,5,1
"7bf504f6876545639e755c4ff1619b1f",7,1,5,1,,1,,2,0,,,5,0,0,0,0,0,0,0,,0,,0,1,,2
"7bf504f6876545639e755c4ff1619b1f",10,1,10,1,,1,,2,0,,,13,0,0,0,0,0,0,0,,3,800000,0,1,2,2
"7bf504f6876545639e755c4ff1619b1f",6,1,10,1,,1,,2,0,,,0,10,0,0,0,0,0,0,,0,,0,1,,2
"7c12e0ea1d4e4715b33ca829365fc859",10,1,2,1,2,4,1,2,0,,,3,0,0,0,0,0,1,0,,0,,0,4,6,1
"7c12e0ea1d4e4715b33ca829365fc859",7,1,3,1,2,4,1,2,0,,,3,0,0,0,0,0,0,0,,0,,0,4,6,1
"7c569b785e874befb2b1fa6bc2d09584",6,1,1,1,2,2,1,2,0,,,1,0,0,0,0,0,0,0,,0,,0,2,5,1
"7c569b785e874befb2b1fa6bc2d09584",10,1,2,1,2,1,2,2,0,,,1,1,0,0,0,0,0,0,,0,,0,2,5,1
"7c9c792164324355bc54668032488e66",8,1,2,1,2,1,2,2,0,,,2,0,0,0,0,0,0,0,,0,,0,1,8,1
"7ca617a1e1204310b23a1c4707adf3f8",10,1,2,2,,2,,1,0,,,4,0,0,0,2,0,0,0,,0,,0,5,6,2
"7d9cc29e99d342b69da54fac681858b8",7,1,2,1,,2,,2,0,,,2,0,0,0,0,0,0,0,,0,,0,7,1,1
"7d9cc29e99d342b69da54fac681858b8",10,1,6,1,2,2,,2,0,,,6,2,0,0,0,1,0,0,,1,250000,0,5,1,2
"7d9ff9021dd840a1bdd7a3b38f3bd0d9",7,1,1,1,,1,5,2,0,,,2,0,0,1,0,0,0,0,,0,,0,6,4,1
"7d9ff9021dd840a1bdd7a3b38f3bd0d9",10,1,1,1,,1,5,2,0,,,1,0,0,0,0,0,0,0,,0,,0,6,4,1
"7dfced6cbc8848e19244887384b283d1",7,1,1,2,,2,,2,2,2,,1,0,0,0,0,0,0,0,,0,,0,1,6,1
"7e08b7dbbab14a8b9c0c73accf382d65",10,1,3,7,,7,,2,0,,,3,0,0,0,0,0,0,0,,0,,0,6,,1
"7f86a2edc5d649d78edb9106de25a7c4",4,1,4,2,,9,,2,0,,,3,1,0,0,0,0,0,0,,0,,0,1,2,2
"7f86a2edc5d649d78edb9106de25a7c4",1,1,4,1,2,9,,2,0,,,0,4,0,0,0,0,0,0,,0,,0,1,2,2
"7f86a2edc5d649d78edb9106de25a7c4",5,1,6,1,2,9,,2,0,,,8,0,0,0,0,0,0,0,,2,1000000,0,1,2,2
"7f86a2edc5d649d78edb9106de25a7c4",2,1,1,2,,9,,2,0,,,1,0,0,0,0,0,0,0,,0,,0,1,2,2
"7fe32876101b490ca3e8109d2ee81beb",10,1,1,1,2,2,,2,0,,,1,0,0,0,0,0,0,0,,0,,0,1,,1
"80165b71b52d4451866e493156a95c54",8,1,3,1,,1,,2,0,,,3,0,0,0,0,0,0,0,,0,,0,1,8,1
"80165b71b52d4451866e493156a95c54",10,1,5,1,,1,,2,0,,,4,1,0,0,0,0,0,0,,0,,0,1,2,1
"80165b71b52d4451866e493156a95c54",7,1,6,1,,1,,2,0,,,6,0,0,0,0,0,0,0,,0,,0,1,,1
"8042e10a7e3f4b5388e40f875e9b129b",6,1,1,1,2,1,2,2,0,,,0,1,0,0,0,0,0,0,,0,,0,1,,1
"8042e10a7e3f4b5388e40f875e9b129b",10,1,2,1,2,1,2,2,0,,,1,0,0,0,0,0,0,1,570000,0,,0,2,1,1
"8042e10a7e3f4b5388e40f875e9b129b",5,1,1,1,2,1,2,2,0,,,1,0,0,0,0,0,0,0,,0,,0,2,,1
"8042e10a7e3f4b5388e40f875e9b129b",7,1,1,1,2,1,2,2,0,,,0,0,0,0,0,0,0,1,470000,0,,0,1,,1
"80685e65116449b2bdbd5a716add2883",10,1,1,2,,2,,2,0,,,1,0,0,0,0,0,0,0,,0,,0,1,2,1
"80685e65116449b2bdbd5a716add2883",6,1,1,2,,2,,2,0,,,1,0,0,0,0,0,0,0,,0,,0,1,2,1
"80685e65116449b2bdbd5a716add2883",5,1,1,2,,2,,2,0,,,1,0,0,0,0,0,0,0,,0,,0,1,2,1
"80685e65116449b2bdbd5a716add2883",1,1,1,2,,2,,1,1,2,,0,1,0,0,0,0,0,0,,0,,0,1,2,1
"8080069d9329459db88d6f8f455a4692",6,1,1,1,2,1,5,2,0,,,0,1,0,0,0,0,0,0,,0,,0,1,8,1
"8080069d9329459db88d6f8f455a4692",10,1,1,1,2,1,5,2,0,,,1,0,1,0,0,0,0,0,,0,,1,1,,1
"8080069d9329459db88d6f8f455a4692",7,1,1,1,2,1,5,2,0,,,1,0,0,0,0,0,0,0,,0,,0,1,8,1
"8098ff33aee0453eba305da364b41922",7,1,0,,,,,,4,1,2,0,0,0,0,0,0,0,0,,0,,0,6,4,1
"809eed217de24680971a954003c0a4ca",10,1,0,,,,,,0,,,3,0,0,3,0,0,0,0,,0,,0,1,2,1
"809eed217de24680971a954003c0a4ca",5,1,1,2,,2,,2,0,,,10,0,0,0,0,0,0,0,,9,0,0,1,8,1
"809eed217de24680971a954003c0a4ca",6,1,0,,,,,,0,,,1,0,0,1,0,0,0,0,,0,,0,1,4,1
"80ad9da8adb04130b3c68966c4d4470d",10,1,4,1,2,1,2,2,0,,,3,1,0,0,0,0,0,0,,0,,0,1,2,1
"80ad9da8adb04130b3c68966c4d4470d",7,1,1,1,2,1,2,2,0,,,1,0,0,0,0,0,0,0,,0,,0,1,,2
"8102b3a5a3a1412a91285e777a66ca2b",7,1,1,1,2,1,2,2,0,,,1,0,0,0,0,0,0,0,,0,,0,1,3,1
"8102b3a5a3a1412a91285e777a66ca2b",2,1,2,1,2,1,2,2,0,,,2,0,0,0,0,0,0,0,,0,,0,1,3,1
"812dc79547e84a2296f842fa290805ce",1,1,0,,,,,,0,,,1,0,0,0,0,0,0,0,,1,470000,0,1,2,2
"812dc79547e84a2296f842fa290805ce",5,1,1,1,,1,,2,0,,,1,0,0,0,0,0,0,0,,0,,0,1,2,2
"815c7c9d48d5434b8fcd446ddb38fb9a",9,1,1,4,,4,,2,0,,,0,0,0,0,0,0,0,1,500000,0,,0,1,5,1
"81e67b3f7e6b4d47887b5fb38458a1f8",10,1,1,2,,1,,2,0,,,1,0,0,0,0,0,0,0,,0,,0,6,4,1
"822fda27a3ed40e1ba66c6afc963b68f",8,1,1,1,2,1,,2,0,,,1,0,0,0,0,0,0,0,,0,,0,5,8,2
"822fda27a3ed40e1ba66c6afc963b68f",6,1,1,1,2,1,,2,0,,,0,1,0,0,0,0,0,0,,0,,0,2,5,1
"822fda27a3ed40e1ba66c6afc963b68f",10,1,1,1,2,1,,2,0,,,1,0,0,0,0,0,0,0,,0,,0,5,4,1
"822fda27a3ed40e1ba66c6afc963b68f",7,1,3,1,2,1,,2,0,,,3,0,0,0,0,0,0,0,,0,,0,5,8,1
"8246e0d5706b4027b9c79d7c9b41ab76",7,1,2,1,2,1,2,2,0,,,1,0,0,0,0,0,0,1,710000,0,,0,5,1,1
"826daf363c504002a2ebdf09954e1772",7,1,4,1,3,1,3,2,0,,,4,0,0,0,0,0,0,0,,0,,0,6,7,1
"826daf363c504002a2ebdf09954e1772",6,1,1,1,3,1,3,2,0,,,0,1,0,0,0,0,0,0,,0,,0,2,6,1
"826daf363c504002a2ebdf09954e1772",10,1,1,1,3,1,3,2,0,,,1,0,0,0,0,0,0,0,,0,,0,2,6,2
"828ce0b67c13444d8d0c42bbd71c74cd",8,1,0,,,,,,0,,,2,0,0,2,0,0,0,0,,0,,0,1,8,1
"828ce0b67c13444d8d0c42bbd71c74cd",10,1,2,1,,1,,1,0,,,2,0,0,0,0,0,0,0,,0,,0,1,,1
"82d8faa62d3b44ffb93c714c713651a3",10,1,5,1,2,1,2,2,0,,,5,0,0,0,0,0,0,0,,0,,0,1,2,1
"82d8faa62d3b44ffb93c714c713651a3",6,1,3,1,2,1,2,2,0,,,0,3,0,0,0,0,0,0,,0,,0,1,3,1
"82d8faa62d3b44ffb93c714c713651a3",7,1,1,1,2,1,2,2,0,,,1,0,0,0,0,0,0,0,,0,,0,1,3,1
"83654067698848d3812bc79c4e1baace",10,1,1,1,,1,,2,0,,,1,0,0,0,0,0,0,0,,0,,0,1,,2
"83654067698848d3812bc79c4e1baace",7,1,1,1,,1,,2,0,,,1,0,0,0,0,0,0,0,,0,,0,1,,2
"83c98b3903bc467982e20e79f4d1481c",5,1,1,1,2,2,4,2,0,,,1,0,0,0,0,0,0,0,,0,,0,2,1,2
"83c98b3903bc467982e20e79f4d1481c",1,1,1,1,2,2,,2,0,,,0,1,0,0,0,0,0,0,,0,,0,1,2,2
"83c98b3903bc467982e20e79f4d1481c",2,1,1,1,2,2,4,2,0,,,1,0,0,0,0,0,0,0,,0,,0,1,,1
"83e732e22aa2449e86337eb8d6905ffb",2,1,1,1,,1,,2,0,,,1,0,0,0,0,0,0,0,,0,,0,1,6,1
"83e732e22aa2449e86337eb8d6905ffb",4,1,10,1,,1,,2,0,,,3,7,0,0,0,0,0,0,,0,,0,1,6,1
"83e732e22aa2449e86337eb8d6905ffb",1,1,5,1,,1,,2,0,,,0,5,0,0,0,0,0,0,,0,,0,6,1,1
"83e732e22aa2449e86337eb8d6905ffb",5,1,8,1,,1,,2,0,,,8,0,0,0,0,0,0,0,,0,,0,1,6,1
"83f12b630c0f476397672201b158fe17",7,1,2,1,2,1,2,2,0,,,2,0,0,0,0,0,1,2,840000,1,1300000,0,5,,1
"8416b0586a6e46b09d7ee7e52851e356",8,1,1,1,2,1,2,2,0,,,1,0,0,0,0,0,0,0,,0,,0,5,,1
"8451a851dc5c47a391b75868706cacde",9,1,0,,,,,,0,,,1,0,0,0,0,0,0,0,,1,400000,0,1,6,2
"8451a851dc5c47a391b75868706cacde",10,1,0,,,,,,0,,,2,0,0,0,0,0,0,0,,2,2000000,0,2,6,2
"8451a851dc5c47a391b75868706cacde",6,1,0,,,,,,0,,,2,0,0,0,0,0,0,0,,2,400000,0,1,6,2
"84b9c4e3761d4a6d9e4408ac725672ac",9,1,1,1,2,2,,1,0,,,1,0,0,0,0,0,0,0,,0,,0,1,2,1
"84cd658cc8f24a47ab58eafb75b6d8a1",6,1,1,1,3,1,3,2,0,,,0,1,0,0,0,0,0,0,,0,,0,2,1,1
"84cd658cc8f24a47ab58eafb75b6d8a1",10,1,2,1,3,1,3,2,0,,,2,0,0,0,0,0,0,0,,0,,0,2,1,1
"859e020c45b342a5981fa28fbe854679",7,1,2,1,,1,,2,0,,,2,0,0,0,0,0,0,0,,0,,0,1,7,2
"859e020c45b342a5981fa28fbe854679",10,1,4,1,,1,,2,0,,,6,0,0,0,0,0,1,0,,1,400000,0,1,6,2
"86044ba9aa2a4b678462720ea21a3219",10,1,2,1,2,2,1,2,0,,,2,0,0,0,0,0,0,0,,0,,0,5,1,1
"86f6c965eb1f4e85a3e972799deb779b",6,1,2,2,,2,1,2,0,,,0,2,0,0,0,0,0,0,,0,,0,1,,1
"86f6c965eb1f4e85a3e972799deb779b",7,1,1,2,,1,2,2,0,,,1,0,0,0,0,0,0,0,,0,,0,1,,1
"86f6c965eb1f4e85a3e972799deb779b",10,1,2,1,2,1,2,2,0,,,2,0,0,0,0,0,0,0,,0,,0,1,,1
"86f6c965eb1f4e85a3e972799deb779b",9,1,1,1,2,2,1,1,0,,,1,0,0,0,0,0,0,0,,0,,0,1,,1
